codgeo;population_totale;pop_60ansetplus
09243;86;23
88318;221;46
10040;173;68
12238;362;85
09251;173;70
88319;3204;810
10046;108;34
12239;295;91
09260;25;12
88327;2080;619
10054;124;61
12246;560;198
09267;132;60
88336;63;17
10059;104;34
12247;302;124
09271;72;26
88344;183;56
10060;2635;602
12249;203;79
09274;335;97
88351;1620;509
10063;435;167
12255;765;286
09281;103;47
88352;231;64
10064;2554;879
12258;926;424
09282;4583;1139
88354;174;36
10065;93;32
12267;628;258
09296;173;61
88356;238;40
10069;124;27
12280;408;211
09307;170;56
88369;2019;518
10072;38;4
12291;374;100
09311;24;6
88394;48;18
10076;291;89
12296;478;194
09322;315;122
88404;62;34
10077;104;22
12298;396;122
09323;101;29
88406;136;26
10090;255;79
12299;707;301
09330;29;10
88408;3491;1045
10095;304;72
12300;11204;3983
09338;153;39
88417;398;79
10110;568;98
12307;308;106
09342;237;82
88429;4027;1080
10112;197;66
13001;135358;32963
10009;86;29
88430;491;135
10121;290;101
13002;20843;5943
10010;51;20
88431;152;29
10128;79;28
13016;5962;1605
10013;146;28
88432;157;46
10130;110;24
13023;4440;1267
10026;39;18
88435;518;156
10132;237;45
13024;2657;707
10028;122;47
88437;100;20
10134;100;28
13032;7650;2146
10038;187;44
88444;329;106
10135;101;49
13033;5411;1254
10049;541;83
88452;125;48
10143;174;71
13040;9892;2091
10056;220;52
88458;271;68
10145;221;74
13047;41508;9762
10058;244;63
88466;127;42
10147;125;42
13056;48046;12885
10070;504;130
88469;99;26
10150;259;102
13058;2140;703
10079;120;45
88470;1564;515
10151;817;218
13061;207;66
10085;75;26
88474;55;20
10162;274;69
13063;25222;5831
10094;594;192
88484;1061;274
10163;48;27
13064;2570;725
10098;325;130
88492;75;30
10177;153;60
13073;5335;1268
10101;177;48
88497;464;98
10194;97;29
13080;5309;1362
10106;126;29
88523;142;30
10200;85;20
13084;5023;1068
10109;228;64
88524;380;87
10210;451;118
13085;5419;1514
10115;1718;588
88527;154;42
10226;103;31
13086;8849;2227
10116;312;94
88532;86;32
10228;200;67
13092;8229;1791
10122;247;73
89004;248;85
10229;107;29
13096;2493;1170
10123;865;261
89011;133;30
10230;692;180
13097;12964;3690
10126;137;39
89013;3061;896
10233;1450;369
13098;5816;1957
10138;132;42
89021;294;118
10236;58;17
13100;9331;3370
10144;156;40
89030;429;107
10241;60;15
13103;43508;10341
10155;201;67
89033;390;94
10253;130;37
13105;6907;1539
10159;89;17
89044;118;39
10257;32;14
13106;10634;2714
10173;480;161
89056;624;149
10261;976;348
13109;2344;646
10176;167;41
89061;257;75
10262;448;117
13116;826;202
10179;499;102
89062;288;86
10266;46;15
13213;89097;19397
10188;241;74
89063;817;199
10267;305;88
13216;16070;3744
10190;537;112
89074;2244;477
10269;146;42
14005;1767;378
10202;172;47
89080;578;134
10272;187;67
14019;231;47
10203;422;130
89088;461;122
10273;24;15
14025;300;81
10205;83;24
89093;659;151
10274;316;80
14032;292;82
10211;954;217
89105;472;119
10275;590;155
14033;235;75
10216;1405;260
89116;358;96
10278;135;34
14039;820;143
10217;33;7
89119;481;193
10283;136;38
14040;173;31
10224;1739;450
89126;42;21
10293;154;43
14042;917;208
10232;325;88
89139;1125;296
10296;189;45
14044;1128;219
10238;480;104
89151;1298;372
10297;4768;1250
14049;136;36
10251;250;66
89167;1102;266
10301;148;54
14054;202;43
10252;49;17
89169;1032;328
10308;228;59
14059;435;214
10255;303;63
89170;130;51
10310;211;59
14060;2069;535
10256;409;100
89175;141;31
10313;378;107
14068;3187;841
10271;610;192
89189;570;166
10315;44;12
14069;1364;338
10285;81;20
89199;453;131
10317;1209;329
14088;396;91
10305;90;22
89205;474;116
10327;109;31
14090;605;145
10307;378;113
89207;23;10
10334;587;124
14102;989;316
10312;167;53
89209;530;98
10336;406;111
14106;652;168
10318;170;37
89211;83;35
10342;391;101
14110;114;37
10329;509;148
89212;394;136
10357;2841;905
14111;385;85
10332;493;104
89220;386;142
10363;550;183
14118;99597;22730
10338;161;45
89222;230;82
10364;77;23
14120;1398;305
10343;6722;1965
89223;674;277
10365;122;47
14126;1319;368
10347;214;68
89226;190;41
10368;1008;253
14137;2340;602
10348;239;58
89232;303;89
10370;239;55
14138;301;62
10352;1555;464
89234;140;52
10374;173;52
14147;144;35
10380;81;18
89237;506;191
10378;73;21
14149;434;87
10389;129;45
89239;1530;521
10387;58841;13596
14150;1255;311
10390;136;52
89242;804;184
10397;159;44
14159;226;50
10393;185;46
89244;91;32
10405;53;18
14166;2378;724
10400;123;54
89246;326;140
10409;578;139
14167;6683;1487
10403;62;17
89247;256;114
10416;244;69
14171;150;21
10412;925;277
89262;175;41
10423;428;101
14175;297;42
10419;771;161
89263;3863;1352
10425;276;102
14184;215;69
10420;2271;644
89270;133;29
10445;59;21
14194;659;163
10422;186;45
89287;4737;1113
11001;579;149
14202;211;65
10426;928;246
89295;1218;439
11002;161;35
14216;237;53
10429;261;51
89297;126;47
11005;1323;291
14220;3530;1706
10437;629;158
89304;694;158
11013;346;150
14221;3193;1033
10442;671;134
89311;1353;372
11028;375;157
14223;88;28
11004;297;112
89313;442;134
11029;58;27
14225;5634;1726
11007;116;45
89314;186;54
11037;915;191
14227;214;75
11008;421;180
89323;142;40
11042;224;70
14229;2032;530
11009;1476;470
89324;682;304
11044;95;50
14230;116;34
11010;271;90
89325;96;30
11057;34;16
14231;441;92
11012;2087;653
89326;1115;245
11059;127;45
14232;158;38
11014;1525;551
89331;315;125
11071;224;69
14244;345;64
11017;73;39
89334;573;173
11077;489;159
14266;1419;331
11025;310;77
89335;405;125
11079;188;58
14271;4728;1114
11026;172;38
89350;257;82
11086;858;243
14272;101;35
11031;30;24
89352;291;106
11088;1646;594
14275;469;127
11035;265;121
89359;349;126
11089;399;130
14278;1111;244
11040;1608;412
89363;110;27
11096;43;26
14281;726;220
11047;43;27
89368;798;321
11098;914;257
14282;198;53
11051;173;44
89375;103;29
11107;69;22
14285;60;8
11053;268;95
89377;73;30
11115;783;230
14289;619;118
11054;273;94
89382;1531;427
11121;107;32
14312;1497;763
11056;159;59
89385;90;47
11123;147;51
14316;241;84
11060;47;19
89387;25007;7073
11127;74;45
14326;814;209
11062;18;4
89395;420;113
11136;688;199
14332;676;153
11072;183;63
89412;141;25
11138;548;129
14343;66;24
11078;201;63
89415;205;53
11141;106;42
14368;267;73
11081;1592;537
89433;305;126
11143;102;40
14369;287;69
11083;46;13
89446;306;133
11145;3866;1623
14377;610;164
11084;957;248
89452;396;87
11153;218;50
14398;555;156
11094;26;9
89461;1146;386
11157;228;94
14401;130;31
11100;28;9
89465;322;93
11160;31;12
14404;120;24
11103;1023;410
89468;411;118
11161;118;37
14405;315;94
11111;877;184
89472;489;176
11165;309;146
14408;1955;425
11112;102;27
89475;108;44
11168;98;45
14412;75;21
11113;125;36
90003;610;168
11170;4917;1947
14419;258;82
11117;117;44
90010;47452;10831
11180;80;41
14448;55;19
11128;162;75
90019;258;65
11181;417;134
14452;614;129
11133;37;8
90029;1954;564
11191;111;47
14476;191;47
11140;1181;416
90030;164;43
11197;613;181
14482;233;60
11148;546;158
90033;5603;1432
11205;128;36
14488;8981;3314
11150;450;137
90036;238;88
11214;384;117
14492;279;83
11151;465;127
90047;596;121
11215;850;279
14494;139;42
11155;66;24
90049;914;134
11242;169;66
14495;488;173
11163;48;24
90050;209;43
11248;77;17
14497;324;61
11166;73;16
90060;128;38
11249;89;17
14500;159;39
11169;75;26
90064;295;70
11261;698;220
14506;239;63
11172;585;212
90065;1151;306
11262;52494;15630
14514;4471;1260
11175;492;156
90067;393;67
11263;239;101
14515;1931;798
11195;410;112
90080;457;108
11265;27;12
14534;418;80
11199;1502;374
90083;105;20
11266;5530;2215
14543;2401;561
11201;835;212
90093;832;269
11269;2349;692
14589;946;203
11207;241;74
90099;5160;1437
11270;127;62
14592;1344;277
11209;237;76
91001;293;56
11271;28;17
14598;203;53
11211;532;186
91035;375;71
11274;351;107
14603;492;122
11218;81;21
91037;333;61
11282;46;9
14610;1917;371
11222;189;78
91075;76;20
11289;1001;351
14613;101;20
11231;95;28
91080;1317;263
11290;116;43
14623;2552;627
11232;43;18
91111;3315;718
11291;73;21
14643;811;127
11233;762;218
91115;3316;613
11303;496;222
14646;401;94
11238;124;25
91121;445;105
11308;459;77
14648;456;115
11241;307;94
91145;61;12
11312;109;37
14649;463;103
11251;726;274
91159;1651;273
11318;127;42
14660;95;33
11252;309;77
91161;19682;3465
11319;79;37
14677;249;76
11254;1812;573
91175;1692;367
11326;87;30
14684;247;29
11260;108;35
91184;262;80
11328;249;88
14694;508;93
11267;1208;379
91198;1515;314
11338;58;8
14700;633;134
11276;532;204
91200;10422;2249
11341;120;46
14701;809;421
11277;27;11
91204;791;168
11344;727;229
14710;106;24
11278;76;33
91215;12672;1880
11355;371;101
14712;5355;1407
11309;77;28
91216;10328;2136
11357;225;91
14713;605;103
11311;237;84
91228;65658;8794
11361;818;239
14733;302;92
11331;64;27
91243;2026;367
11372;396;129
14734;313;52
11333;104;34
91244;1189;189
11375;33;10
14739;1605;637
11340;512;129
91247;523;98
11379;5464;1902
14743;117;26
11343;106;33
91249;3815;693
11382;346;95
14754;2694;1194
11351;738;251
91292;713;84
11388;34;14
14759;275;65
11360;2013;537
91312;9900;2143
11390;536;213
15005;347;81
11365;36;13
91319;637;130
11391;21;11
15007;122;29
11369;2818;705
91333;4262;622
11392;276;113
15010;176;62
11371;699;181
91338;6628;1628
11397;5492;1774
15019;227;78
11374;18;11
91393;602;108
11399;102;25
15032;66;28
11383;317;66
91399;208;40
11402;15;12
15034;168;60
11384;129;40
91411;1849;471
11405;543;219
15040;94;34
11387;110;39
91433;4274;1123
11409;103;37
15048;36;19
11393;460;164
91461;4424;844
11420;122;32
15049;229;114
11394;125;44
91508;275;72
11421;509;184
15052;149;62
11404;963;248
91547;550;88
11423;170;39
15053;462;87
11407;276;77
91552;10247;1535
11425;1695;464
15056;799;148
11413;482;179
91556;404;78
11427;306;111
15057;198;86
11428;262;81
91560;410;79
11434;1313;295
15060;50;14
11430;1270;364
91579;2907;655
11436;376;101
15063;346;122
12007;175;77
91634;1207;253
11439;355;110
15070;202;109
12009;35;23
91667;6803;1559
12004;471;155
15080;147;66
12012;666;228
91671;612;129
12008;808;183
15096;299;100
12013;3689;1417
91692;24369;4063
12018;153;45
15112;100;37
12023;108;46
92007;38923;6591
12027;217;65
15123;173;69
12024;189;71
92033;17307;3957
12032;577;147
15134;736;301
12031;341;91
92035;28948;5059
12038;155;68
15141;1812;676
12035;164;67
92047;1806;417
12042;210;67
15149;178;78
12044;984;345
92062;44455;7512
12048;355;161
15153;1461;675
12050;431;139
92063;77277;15487
12058;110;51
15157;320;103
12051;303;140
92072;23194;5062
12062;336;98
15163;1078;261
12055;88;40
92077;11458;2368
12090;2974;656
15165;206;82
12063;1029;193
93008;51206;7433
12099;265;119
15166;312;78
12071;353;124
93013;15968;2299
12103;279;141
15168;687;188
12074;300;112
93033;6861;1639
12104;465;119
15178;133;47
12075;109;51
93047;25504;4517
12124;291;110
15191;557;227
12078;186;82
93049;20874;3827
12134;297;101
15203;158;59
12085;309;119
93050;34189;5575
12135;375;151
15215;1150;370
12086;313;105
93051;66311;11490
12139;118;62
15216;416;203
12096;4337;1603
93061;17498;3041
12140;978;341
15217;109;38
12102;2309;575
93063;26084;4264
12145;21598;6796
15218;66;36
12105;1054;414
93073;35330;6368
12157;1599;374
15240;177;84
12108;366;120
93079;13135;2036
12159;561;209
15241;49;23
12125;269;112
94017;76478;13854
12160;314;108
15243;515;219
12148;1311;452
94033;52679;10170
12172;517;252
15250;507;166
12150;514;198
94041;59438;10427
12175;168;50
15251;139;65
12152;125;56
94046;54651;11333
12183;223;99
15252;420;119
12153;394;133
94068;74032;18536
12185;1484;391
15253;66;27
12154;628;207
94077;21006;4147
12190;306;104
16013;340;128
12162;1133;292
95018;108785;17439
12197;1920;705
16020;324;125
12164;686;258
95023;666;128
12206;623;152
16029;230;54
12165;346;74
95024;281;42
12207;347;138
16034;148;54
12166;111;49
95026;2661;566
12210;428;174
16037;163;61
12171;532;145
95028;1601;300
12215;1137;322
16042;130;52
12174;3016;873
95040;854;203
12222;225;94
16044;228;75
12179;89;37
95042;2000;423
12232;277;71
16045;359;64
12181;234;77
95058;2533;460
12235;211;91
16057;323;113
12182;271;89
95088;1031;142
12240;408;154
16063;155;57
12184;122;59
95101;884;148
12242;326;99
16067;465;104
12195;283;75
95120;2264;414
12248;534;147
16069;412;121
12199;1777;547
95127;62944;7384
12256;381;141
16083;354;134
12200;979;307
95183;6646;855
12274;109;39
16085;2961;1024
12201;1075;284
95214;65;20
12301;1943;688
16088;1105;331
12209;695;315
95218;16807;2771
12303;244;83
16095;136;70
12213;584;172
95241;1873;314
12305;1277;506
16097;2315;848
12220;286;97
95254;563;82
13004;51895;15600
16099;214;87
12221;358;161
95282;168;35
13006;1537;446
16101;1010;198
12227;195;68
95303;209;51
13011;305;119
16112;53;32
12237;587;244
95309;218;46
13013;1812;424
16114;157;73
12243;895;234
95316;258;62
13018;4359;1159
16119;1308;407
12244;796;268
95348;536;113
13020;2159;535
16120;1440;391
12250;213;96
95387;62;16
13026;16034;3411
16124;589;250
12265;506;182
95426;2993;718
13036;4328;1204
16130;193;78
12269;117;47
95428;20723;4970
13038;3588;1318
16133;202;44
12276;369;136
95429;422;80
13048;4303;1206
16136;616;214
12278;170;69
95436;1533;326
13050;9478;2312
16138;3661;1024
12282;424;127
95438;132;17
13051;8850;1776
16139;201;65
12286;1190;356
95452;792;178
13052;2473;541
16145;628;183
12287;630;197
95480;5514;1104
13053;5834;1427
16148;973;271
12288;1509;338
95483;549;86
13065;3419;1098
16160;476;143
13003;2519;569
95491;8135;1700
13067;3031;723
16165;367;92
13005;43497;11368
95492;73;16
13074;4991;1025
16168;790;195
13007;11252;2717
95510;520;70
13082;4507;1366
16185;157;65
13008;529;165
95563;15385;3313
13095;1144;337
16187;2094;835
13027;15352;3975
95580;2387;539
13102;6509;1632
16189;250;82
13028;34587;11231
95625;1263;271
13112;8623;2339
16190;194;87
01008;750;147
13029;1372;396
95628;1202;283
13205;45096;9708
16195;291;80
01017;438;124
13039;15460;3504
95641;2434;400
13214;60673;11270
16207;513;186
01021;1279;289
13043;9019;2245
95656;434;104
14016;430;94
16209;819;248
01026;839;225
13045;4845;1024
95678;863;214
14021;503;201
16211;519;175
01030;885;158
13070;6123;1654
95682;183;27
14022;601;254
16215;158;61
01035;317;70
13075;10108;3240
97108;3308;1043
14030;1582;369
16218;409;62
01036;1299;422
13076;3306;787
97112;5050;1471
14034;553;87
16225;650;217
01049;2950;617
13083;4073;1291
97114;7522;1230
14047;12911;4306
16227;137;51
01051;89;34
13088;5041;1361
97117;22112;5067
14053;183;46
16231;307;113
01065;1767;439
13099;855;182
97131;1566;425
14063;199;65
16233;457;121
01066;71;23
13107;5468;1399
97132;8197;2225
14066;2323;732
16248;173;98
01072;2995;741
13115;1744;252
97218;5052;1418
14070;191;83
16249;397;162
01076;137;59
13201;39336;7802
97224;16264;4514
14079;1530;668
16250;228;92
01081;729;170
13203;46144;7708
97232;9000;2900
14080;112;18
16251;266;74
01082;551;107
13207;34873;10652
97302;59764;6975
14083;688;207
16252;153;59
01087;285;71
13210;55146;12242
97308;4065;242
14084;404;98
16260;267;103
01093;4655;1394
14003;285;80
97309;24809;2963
14085;751;242
16272;529;156
01094;750;192
14014;1121;273
97360;8826;371
14087;135;45
16283;572;198
01101;153;34
14024;539;131
97401;11441;1847
14089;399;53
16291;7037;2265
01102;957;190
14026;1015;193
97403;6814;1133
14096;226;52
16292;3128;1189
01106;170;50
14038;775;191
97424;5398;962
14100;1783;383
16301;235;76
01108;1106;359
14043;81;33
97601;;
14103;412;100
16303;402;118
01118;1104;258
14055;407;146
97606;;
14127;529;98
16304;966;346
01129;263;79
14076;5666;1277
97607;;
14135;284;69
16310;222;82
01136;855;191
14093;204;48
97611;;
14141;167;34
16318;301;102
01140;741;179
14097;305;45
97614;;
14161;367;107
16326;139;58
01149;1053;241
14098;5704;1107
14168;211;75
16343;288;67
01150;217;36
14104;173;36
14172;400;154
16352;202;62
01151;1157;360
14116;103;25
14173;463;99
16354;114;36
01152;760;183
14119;1758;350
14174;6398;2072
16359;1008;337
01160;9530;1682
14125;1707;405
14195;239;44
16360;427;98
01174;180;39
14143;2297;548
14200;2295;551
16363;515;161
01177;174;53
14162;1221;358
14209;538;129
16382;768;236
01194;6236;1511
14163;372;82
14224;58;18
16393;2067;507
01195;1662;362
14191;3999;2047
14241;626;151
16398;98;35
01197;355;108
14193;660;185
14242;1560;476
16408;681;218
01212;723;176
14196;218;69
14248;237;56
16412;333;87
01216;823;256
14197;1158;306
14249;1438;188
16419;327;148
01224;3145;555
14198;261;50
14257;1933;419
16424;469;167
01235;1066;213
14214;183;42
14270;419;102
17002;134;53
01236;981;245
14215;2095;435
14273;133;44
17012;167;45
01239;613;178
14240;520;106
14298;141;48
17015;746;192
01255;609;138
14245;328;85
14299;809;174
17018;846;133
01259;675;113
14251;511;99
14300;53;14
17022;1040;272
01260;293;54
14252;245;41
14311;958;209
17025;710;238
01262;6823;1339
14256;342;64
14318;557;175
17031;198;62
01263;3750;894
14274;2297;495
14328;1226;320
17032;793;158
01272;1476;414
14276;358;82
14338;1950;777
17035;121;55
01277;118;32
14277;1915;404
14341;11444;2339
17036;769;133
01290;1205;340
14286;499;106
14342;3593;1215
17038;531;136
01296;389;100
14287;1964;435
14349;1975;352
17042;443;118
01303;1692;439
14288;873;218
14357;966;234
17047;226;72
01308;815;159
14290;816;149
14362;156;42
17050;511;139
01328;494;114
14291;271;58
14364;466;107
17054;215;78
01337;1254;335
14293;286;68
14402;108;25
17055;247;72
01339;1361;389
14303;926;254
14411;284;53
17059;1216;343
01343;1761;387
14305;676;294
14426;169;46
17060;223;85
01347;1944;443
14319;873;176
14439;99;23
17069;241;56
01351;1546;284
14325;3064;927
14449;411;105
17085;399;80
01359;235;62
14327;21700;4417
14467;292;66
17091;1932;415
01367;698;189
14329;88;23
14469;93;28
17092;147;53
01373;1047;236
14334;313;62
14474;237;38
17098;588;230
01378;2537;517
14344;363;131
14478;1952;675
17114;212;76
01379;752;146
14345;298;91
14480;514;127
17120;1750;485
01389;1718;371
14347;1069;177
14486;601;103
17122;246;65
01390;1135;187
14353;413;55
14496;58;16
17136;1240;272
01393;526;93
14360;199;48
14499;495;121
17142;5302;1570
01398;1333;225
14365;2423;730
14502;93;21
17146;3478;1043
01400;138;40
14366;19408;5946
14520;891;174
17147;1352;317
01405;1204;213
14367;448;149
14527;524;132
17149;64;22
01407;996;217
14374;124;19
14528;375;87
17153;2011;545
01411;268;63
14378;289;71
14530;1774;559
17156;128;29
01429;685;151
14391;390;123
14533;89;18
17181;293;85
01435;2186;339
14407;2182;623
14535;572;147
17186;910;140
01444;1160;252
14409;2181;827
14538;1442;232
17190;2752;1039
01446;1481;261
14424;194;45
14542;554;185
17191;416;75
01449;751;148
14436;558;142
14555;440;126
17196;531;133
01451;6236;1613
14453;359;73
14569;251;45
17202;610;174
01453;660;212
14456;2963;488
14570;2444;631
17207;715;343
02006;251;71
14475;2242;485
14571;298;103
17208;955;171
02008;289;51
14483;190;36
14579;1331;241
17217;291;94
02011;1152;312
14484;237;58
14582;769;161
17220;420;116
02016;234;45
14511;65;22
14588;306;58
17226;950;287
02017;312;65
14519;119;26
14590;128;32
17229;222;62
02019;365;106
14529;241;59
14601;164;63
17237;553;146
02028;2600;638
14540;224;83
14606;168;45
17240;3132;1211
02041;804;228
14552;511;133
14622;133;41
17248;882;385
02049;743;223
14557;1052;345
14626;891;201
17256;326;92
02051;366;106
14563;422;80
14630;698;170
17261;333;121
02054;460;100
14572;820;238
14639;260;73
17266;684;178
02058;829;169
14574;1586;510
14645;164;52
17269;664;239
02061;257;48
14575;433;145
14652;80;28
17271;316;124
02062;136;30
14576;548;148
14658;4305;1287
17276;83;29
02063;384;81
14586;180;53
14672;847;182
17281;176;45
02064;3508;1065
14614;769;209
14709;338;103
17287;245;70
02068;111;23
14627;440;106
14724;956;370
17288;317;82
02071;648;163
14637;211;34
14738;3457;909
17294;198;65
02077;390;95
14654;7441;2189
14744;299;65
17296;1062;339
02079;156;57
14661;140;31
14745;236;100
17301;71;43
02090;216;38
14665;299;80
14748;83;20
17303;1055;275
02101;196;60
14667;230;61
14751;281;71
17309;1898;773
02104;103;27
14674;122;17
14753;791;171
17312;748;319
02121;248;53
14675;2067;460
14755;660;230
17314;878;242
02122;52;18
14676;999;289
14760;802;149
17316;416;136
02123;298;81
14679;675;132
15004;461;106
17318;627;278
02126;472;160
14687;182;27
15009;187;78
17320;416;96
02129;20;5
14692;1693;346
15011;163;69
17324;113;36
02130;189;63
14698;335;70
15014;24427;7716
17336;2677;883
02131;1868;517
14714;773;194
15015;163;68
17341;193;71
02132;210;39
14720;879;207
15016;664;164
17343;153;47
02134;871;259
14723;278;74
15020;92;31
17348;631;149
02137;149;17
14726;6006;1423
15027;813;359
17354;628;158
02149;67;11
14740;1211;347
15028;352;128
17359;1204;295
02151;114;31
14741;115;23
15041;247;74
17360;3339;1268
02159;281;81
14742;70;13
15064;78;34
17361;119;54
02163;2578;649
14758;728;223
15066;124;75
17365;474;193
02169;85;23
15006;781;295
15069;244;114
17374;246;72
02172;249;47
15012;6169;1776
15073;108;49
17378;436;143
02185;411;80
15013;158;72
15074;774;216
17382;524;134
02187;1097;351
15017;135;43
15081;106;54
17396;1617;354
02191;512;124
15024;73;20
15082;310;125
17397;2345;908
02195;924;178
15033;221;89
15083;2016;608
17403;728;227
02206;80;24
15036;457;145
15088;513;154
17405;180;83
02208;280;45
15038;1061;463
15090;597;181
17407;4401;945
02214;61;9
15045;774;287
15095;349;107
17410;536;246
02216;309;77
15046;220;91
15097;128;49
17411;1160;489
02218;623;155
15054;924;336
15100;129;46
17418;606;164
02219;192;43
15065;80;30
15104;348;137
17421;6927;3263
02220;436;84
15092;1389;551
15119;1597;575
17422;77;36
02235;117;30
15113;187;64
15126;98;49
17431;716;189
02246;601;158
15114;456;194
15128;106;34
17433;219;81
02249;104;27
15117;589;215
15138;1715;667
17438;316;92
02262;219;46
15118;718;215
15148;405;136
17439;795;202
02265;97;50
15122;2019;828
15155;89;38
17453;1435;355
02276;127;32
15129;189;81
15167;121;30
17476;271;93
02288;349;88
15130;136;40
15169;774;335
17477;121;51
02292;1258;334
15132;44;14
15176;237;90
17478;63;24
02295;868;251
15139;74;41
15180;75;35
18003;1851;610
02299;575;114
15140;1990;635
15183;136;29
18005;1048;222
02315;1581;366
15143;108;41
15186;211;69
18009;317;91
02320;259;75
15146;130;42
15187;5976;1901
18012;471;143
02322;391;106
15152;814;327
15192;349;98
18016;375;78
02324;274;61
15154;1151;358
15200;148;60
18023;1725;404
02327;169;50
15158;97;36
15205;105;51
18040;380;81
02345;43;7
15159;242;104
15207;351;104
18049;478;196
02347;452;142
15162;2355;957
15208;138;47
18062;305;86
02357;74;12
15164;610;176
15209;117;45
18068;37;14
02362;246;65
15170;227;89
15224;124;49
18078;55;25
02374;886;186
15181;619;235
15229;80;37
18079;483;158
02377;148;40
15198;110;43
15231;585;169
18080;161;41
02383;1466;358
15212;357;123
15232;238;69
18090;456;122
02387;1034;279
15213;206;75
15234;322;96
18091;241;66
02401;197;48
15226;193;93
15242;106;27
18098;148;51
02407;177;37
15230;202;62
15246;232;71
18101;309;93
02419;264;91
15233;288;56
15255;1191;279
18107;129;35
02424;107;44
15235;588;134
15256;58;29
18117;511;194
02425;165;44
15244;478;104
15258;1683;622
18120;614;183
02429;115;31
15248;560;172
15259;257;67
18126;1397;379
02442;91;26
15249;70;37
15263;133;39
18130;308;118
02446;118;16
15254;109;48
01009;336;113
15266;555;134
18136;282;107
02448;122;38
15262;549;134
01012;324;107
15269;124;48
18137;546;201
02450;377;80
15268;1177;440
01022;1211;390
16007;470;200
18141;6427;2121
02454;413;77
16003;847;231
01025;4067;819
16008;327;99
18157;760;112
02460;192;61
16016;830;305
01033;16053;3427
16023;616;219
18158;842;120
02467;49;11
16025;1234;442
01043;4507;1059
16027;125;45
18162;256;97
02469;464;147
16031;413;116
01046;857;167
16032;532;136
18173;271;55
02472;423;88
16035;221;101
01047;993;147
16039;496;134
18175;615;224
02477;962;303
16055;902;214
01052;319;96
16046;1047;321
18177;65;15
02478;264;49
16056;823;207
01057;501;99
16047;298;94
18180;1979;489
02492;476;91
16060;478;161
01058;838;208
16048;140;56
18193;220;95
02498;752;172
16061;3827;871
01060;522;168
16049;422;154
18200;312;118
02506;192;52
16062;127;41
01062;891;182
16052;264;114
18203;105;27
02512;276;61
16066;497;223
01071;4836;617
16053;114;39
18204;315;89
02517;328;81
16068;575;206
01078;1397;257
16054;159;77
18211;701;189
02524;696;158
16073;1607;694
01088;923;158
16058;1446;479
18217;154;62
02541;418;91
16078;5173;1583
01089;2080;356
16064;1046;325
18225;289;101
02542;96;20
16081;212;73
01090;333;92
16072;505;140
18231;695;210
02549;842;247
16090;3354;1018
01107;135;41
16077;510;110
18233;1380;508
02556;83;23
16100;748;253
01109;2215;259
16079;318;100
18234;420;233
02560;251;67
16127;101;35
01110;131;43
16098;136;50
18240;660;236
02566;1118;383
16140;435;109
01114;535;110
16102;18223;5061
18243;413;125
02567;315;70
16141;328;120
01124;662;190
16109;694;147
18244;80;25
02570;187;35
16143;670;191
01130;2255;428
16117;128;43
18246;991;310
02582;72;19
16146;2027;566
01145;1163;306
16122;148;64
18248;467;97
02584;125;17
16151;883;242
01156;801;160
16128;187;87
18252;304;178
02586;142;54
16153;1178;299
01166;2263;490
16142;190;82
18259;264;122
02592;190;53
16163;1012;305
01173;12395;1528
16144;391;139
18266;252;95
02594;156;18
16178;180;51
01175;860;183
16147;269;79
18270;730;234
02602;1748;443
16181;545;190
01185;4207;1288
16157;173;68
18275;139;41
02620;364;103
16183;184;66
01189;1146;200
16164;243;107
18278;542;211
02622;50;9
16184;89;44
01193;242;78
16166;5274;1631
18282;570;127
02626;311;92
16186;548;179
01196;1161;234
16167;4128;1427
18283;99;31
02635;152;21
16191;176;70
01211;1415;343
16170;354;126
19007;866;359
02639;352;74
16193;1005;262
01215;126;28
16177;116;32
19008;201;106
02644;369;85
16200;478;146
01219;169;38
16182;475;168
19020;116;61
02645;209;44
16212;392;160
01225;379;103
16198;439;114
19025;372;113
02649;273;56
16216;760;252
01230;310;91
16204;1338;386
19031;45628;14991
02651;103;28
16220;733;177
01231;1974;563
16223;1930;763
19037;1183;444
02653;500;123
16222;369;158
01238;2519;548
16234;719;157
19050;422;122
02658;230;79
16224;728;245
01241;1262;369
16237;220;66
19052;52;19
02660;39;19
16226;733;262
01244;7494;1437
16238;111;45
19058;348;104
02665;307;64
16229;233;85
01245;895;225
16239;130;60
19060;608;224
02667;240;57
16245;933;301
01254;1953;478
16240;98;35
19067;211;95
02682;111;32
16253;375;158
01261;648;144
16244;2398;649
19072;2566;659
02686;396;101
16255;138;73
01269;3303;695
16254;231;90
19074;56;25
02693;215;46
16256;239;86
01273;1736;382
16263;402;92
19080;589;204
02707;172;46
16268;198;91
01275;2507;612
16269;905;267
19082;1058;328
02714;344;82
16270;364;200
01280;146;46
16276;719;198
19090;96;49
02723;100;26
16273;149;45
01288;2579;327
16285;407;152
19091;310;108
02732;100;21
16277;615;139
01289;5970;1864
16287;4171;1087
19096;412;131
02736;165;34
16284;124;53
01291;824;214
16289;275;125
19101;1550;495
02737;577;173
16290;238;111
01295;663;64
16293;475;115
19104;115;43
02741;551;162
16298;403;124
01304;2834;630
16307;335;89
19107;1595;435
02745;128;27
16306;345;133
01305;2080;632
16321;57;18
19109;212;46
02747;87;18
16316;365;105
01306;1428;370
16325;139;59
