n_station;ad_station;code_insee;Xlongitude;Ylatitude
Nançay;Place de la Mairie - 18330 NANCAY;18159;2.1957124;47.3504379
Nançay;Place de la Mairie - 18330 NANCAY;18159;2.1957124;47.3504379
Mereau;Place de la Mairie - 18120 MEREAU;18148;2.0500585;47.1626718
Mereau;Place de la Mairie - 18120 MEREAU;18148;2.0500585;47.1626718
Menetreol sur Sauldre;Place de l Eglise - 18700 MENETREOL-SUR-SAULDRE;18147;2.3079044;47.4479337
Menetreol sur Sauldre;Place de l Eglise - 18700 MENETREOL-SUR-SAULDRE;18147;2.3079044;47.4479337
Menetou Salon;Place de l Eglise - 18510 MENETOU-SALON;18145;2.4902011;47.2317681
Menetou Salon;Place de l Eglise - 18510 MENETOU-SALON;18145;2.4902011;47.2317681
Massay;Avenue du Marechal Foch - 18120 MASSAY;18140;1.9958933;47.155189
Massay;Avenue du Marechal Foch - 18120 MASSAY;18140;1.9958933;47.155189
Marseilles les Aubigny;Rue du Port - 18320 MARSEILLES LES AUBIGNY;18139;3.0139462;47.067301
Marseilles les Aubigny;Rue du Port - 18320 MARSEILLES LES AUBIGNY;18139;3.0139462;47.067301
Marmagne;Place de la Mairie - 18500 MARMAGNE;18138;2.2839464;47.10178
Marmagne;Place de la Mairie - 18500 MARMAGNE;18138;2.2839464;47.10178
Maisonnais;Le Bourg - 18170 MAISONNAIS;18135;2.2154698;46.6395865
Maisonnais;Le Bourg - 18170 MAISONNAIS;18135;2.2154698;46.6395865
Levet;Place de l Eglise - 18340 LEVET;18126;2.4072566;46.9254674
Levet;Place de l Eglise - 18340 LEVET;18126;2.4072566;46.9254674
Lere;Bord du canal - 18240 LERE;18125;2.8750411;47.4736226
Lere;Bord du canal - 18240 LERE;18125;2.8750411;47.4736226
Jouet sur l Aubois;rue des Ecoles - 18320 JOUET SUR L AUBOIS;18118;2.9875759;47.0455613
Jouet sur l Aubois;rue des Ecoles - 18320 JOUET SUR L AUBOIS;18118;2.9875759;47.0455613
Henrichemont - la Borne;La Borne - 18250 HENRICHEMONT;18109;2.5793588;47.2856341
Henrichemont - la Borne;La Borne - 18250 HENRICHEMONT;18109;2.5793588;47.2856341
Henrichemont - Place de l Eglise;Place de l Eglise - 18250 HENRICHEMONT;18109;2.5261736;47.3032144
Henrichemont - Place de l Eglise;Place de l Eglise - 18250 HENRICHEMONT;18109;2.5261736;47.3032144
La Guerche - Netto;Avenue de l Europe - 18150 LA GUERCHE-SUR-L-AUBOIS;18108;2.9404834;46.9397677
La Guerche sur l Aubois - Place Auguste Fournier;Place Auguste Fournier - 18150 LA GUERCHE SUR L AUBOIS;18108;2.9488165;46.9518797
La Guerche sur l Aubois - Place Auguste Fournier;Place Auguste Fournier - 18150 LA GUERCHE SUR L AUBOIS;18108;2.9488165;46.9518797
La Guerche - Netto;Avenue de l Europe - 18150 LA GUERCHE-SUR-L-AUBOIS;18108;2.9404834;46.9397677
Gracay;Place du Gapion - 18310 GRACAY;18103;1.844376;47.1428978
Gracay;Place du Gapion - 18310 GRACAY;18103;1.844376;47.1428978
Fussy;Place de la Poste - 18110 FUSSY;18097;2.4290438;47.1450594
Fussy;Place de la Poste - 18110 FUSSY;18097;2.4290438;47.1450594
Foecy;Rue Gaston Cornavin - 18500 FOECY;18096;2.1604604;47.1786933
Foecy;Rue Gaston Cornavin - 18500 FOECY;18096;2.1604604;47.1786933
Farges en Septaine;Place de la Mairie - 18800 FARGES-EN-SEPTAINE;18092;2.6502551;47.0732019
Farges en Septaine;Place de la Mairie - 18800 FARGES-EN-SEPTAINE;18092;2.6502551;47.0732019
Epineuil le Fleuriel;Route de Vallon - 18360 EPINEUIL-LE-FLEURIEL;18089;2.5836225;46.5585226
Epineuil le Fleuriel;Route de Vallon - 18360 EPINEUIL-LE-FLEURIEL;18089;2.5836225;46.5585226
Ennordres;Camping - 18380 ENNORDRES;18088;2.3796366;47.4279525
Ennordres;La Surprise - 18380 ENNORDES;18088;2.4350891;47.411948
Ennordres;Camping - 18380 ENNORDRES;18088;2.3796366;47.4279525
Ennordres;La Surprise - 18380 ENNORDES;18088;2.4350891;47.411948
Dun sur Auron;Parking de la Piscine - 18130 DUN-SUR-AURON;18087;2.5651538;46.8828722
Dun sur Auron;Parking de la Piscine - 18130 DUN-SUR-AURON;18087;2.5651538;46.8828722
Culan;Place du champ de foire - 18270 CULAN;18083;2.3465169;46.5471416
Culan;Place du champ de foire - 18270 CULAN;18083;2.3465169;46.5471416
Cuffy;Rue du Port - 18150 CUFFY;18082;3.0676172;46.9472749
Cuffy;Rue du Port - 18150 CUFFY;18082;3.0676172;46.9472749
Cours les Barres;Place de l Eglise - 18320 COURS LES BARRES;18075;3.0317329;47.0256552
Cours les Barres;Place de l Eglise - 18320 COURS LES BARRES;18075;3.0317329;47.0256552
Chezal Benoit;Place de la Poste - 18160 CHEZAL-BENOIT;18065;2.1164165;46.8267421
Chezal Benoit;Place de la Poste - 18160 CHEZAL-BENOIT;18065;2.1164165;46.8267421
Le Chatelet;Place de la mairie - 18170 LE CHATELET;18059;2.2834187;46.6423156
Le Chatelet;Place de la mairie - 18170 LE CHATELET;18059;2.2834187;46.6423156
Chateauneuf sur Cher;Parking de la poste - 18190 CHATEAUNEUF SUR CHER;18058;2.3192016;46.85747
Chateauneuf sur Cher;Parking de la poste - 18190 CHATEAUNEUF SUR CHER;18058;2.3192016;46.85747
Chateaumeillant;Place de l Eglise - 18370 CHATEAUMEILLANT;18057;2.2010838;46.5621523
Chateaumeillant;Place de l Eglise - 18370 CHATEAUMEILLANT;18057;2.2010838;46.5621523
Charost;Place François Chapus - 18290 CHAROST;18055;2.1174549;46.9924213
Charost;Place François Chapus - 18290 CHAROST;18055;2.1174549;46.9924213
La Chapelle St Ursin;Parking de la poste - 18570 LA CHAPELLE ST URSIN;18050;2.3216257;47.0627442
La Chapelle St Ursin;Parking de la poste - 18570 LA CHAPELLE ST URSIN;18050;2.3216257;47.0627442
La Chapelle d Angillon;Place du monument - 18380 LA CHAPELLE D ANGILLON;18047;2.4319539;47.3643481
La Chapelle d Angillon;Place du monument - 18380 LA CHAPELLE D ANGILLON;18047;2.4319539;47.3643481
La Celle Conde;Place de la Mairie - 18160 LA CELLE CONDE;18043;2.1854754;46.7931797
La Celle Conde;Place de la Mairie - 18160 LA CELLE CONDE;18043;2.1854754;46.7931797
Brinon sur Sauldre;Place de la mairie - 18410 BRINON-SUR-SAULDRE;18037;2.2527845;47.567834
Brinon sur Sauldre;Place de la mairie - 18410 BRINON-SUR-SAULDRE;18037;2.2527845;47.567834
Brecy;Place St Firmin - 18220 BRECY;18035;2.6196909;47.1238181
Brecy;Place St Firmin - 18220 BRECY;18035;2.6196909;47.1238181
Bourges - Rue Maurice Roy;Rue Maurice Roy - 18000 BOURGES;18033;2.4145031;47.0817266
Bourges - Parking Coubertin;Parking Coubertin;18033;2.3999656;47.0913598
Bourges - Parking Cap Nord;Parking Cap Nord - 18000 BOURGES;18033;2.4098364;47.1034552
Bourges - Technopôle Lahitolle;Technopôle Lahitolle - 18000 BOURGES;18033;2.4155377;47.0814423
Bourges - Parking Cap Nord;Parking Cap Nord - 18000 BOURGES;18033;2.4098364;47.1034552
Bourges - Seraucourt;Parking Seraucourt - 18000 BOURGES;18033;2.3986157;47.0789921
Bourges - Parking du 14 juillet Asnieres;Parking du 14 juillet Asnieres - 18000 BOURGES;18033;2.4026873;47.1240694
Bourges - Parking Anatole France;Parking Anatole France - 18000 BOURGES;18033;2.4030391;47.0818529
Bourges - Parking Anatole France;Parking Anatole France - 18000 BOURGES;18033;2.4030391;47.0818529
Bourges - Parc d activites Esprit 1;Parc d activites Esprit 1 - 18000 BOURGES;18033;2.4314384;47.0960894
Bourges - Parking Coubertin;Parking Coubertin;18033;2.3999656;47.0913598
Bourges - Parc d activites Beaulieu;Rue Didier Daurat - 18000 BOURGES;18033;2.3690533;47.0635477
Bourges - Technopôle Lahitolle;Technopôle Lahitolle - 18000 BOURGES;18033;2.4155377;47.0814423
Bourges - Cimetiere du Lautier;Cimetiere du Lautier - 18000 BOURGES;18033;2.3749338;47.0690597
Bourges - Parc d activites COMITEC;Parc d activites COMITEC - 18000 BOURGES;18033;2.3928684;47.0966819
Bourges - Rue Paul Gaucherie Chancellerie;rue Paul Gaucherie Chancellerie - 18000 BOURGES;18033;2.4045651;47.1055485
Bourges - Seraucourt;Parking Seraucourt - 18000 BOURGES;18033;2.3986157;47.0789921
Bourges - Parking Val d Auron;Bourges - Parking Val d Auron;18033;2.3983808;47.0630625
Bourges - Rue Maurice Roy;Rue Maurice Roy - 18000 BOURGES;18033;2.4145031;47.0817266
Bourges - Rue Edmond Jongleux;Rue Edmond Jongleux - 18000 BOURGES;18033;2.3904936;47.0771742
Bourges - Place de la Nation;Place de la Nation - 18000 BOURGES;18033;2.390722;47.0840408
Bourges - Rue du Champ de Foire;Rue du Champ de Foire - 18000 BOURGES;18033;2.3881067;47.0833417
Bourges - Parc d activites Esprit 1;Parc d activites Esprit 1 - 18000 BOURGES;18033;2.4314384;47.0960894
Bourges - Rue du Pre Doulet;Rue du Pre Doulet - 18000 BOURGES;18033;2.3831938;47.0828204
Bourges - Parc d activites COMITEC;Parc d activites COMITEC - 18000 BOURGES;18033;2.3928684;47.0966819
Bourges - Parking du 14 juillet Asnieres;Parking du 14 juillet Asnieres - 18000 BOURGES;18033;2.4026873;47.1240694
Bourges - Cimetiere du Lautier;Cimetiere du Lautier - 18000 BOURGES;18033;2.3749338;47.0690597
Bourges - Rue du Champ de Foire;Rue du Champ de Foire - 18000 BOURGES;18033;2.3881067;47.0833417
Bourges - Place de la pyrotechnie;Place de la pyrotechnie - 18000 BOURGES;18033;2.4187137;47.0770328
Bourges - Place de la Nation;Place de la Nation - 18000 BOURGES;18033;2.390722;47.0840408
Bourges - Rue du Pre Doulet;Rue du Pre Doulet - 18000 BOURGES;18033;2.3831938;47.0828204
Bourges - Rue Paul Gaucherie Chancellerie;rue Paul Gaucherie Chancellerie - 18000 BOURGES;18033;2.4045651;47.1055485
Bourges - Rue Edmond Jongleux;Rue Edmond Jongleux - 18000 BOURGES;18033;2.3904936;47.0771742
Bourges - Parc d activites Beaulieu;Rue Didier Daurat - 18000 BOURGES;18033;2.3690533;47.0635477
Bourges - Parking Val d Auron;Bourges - Parking Val d Auron;18033;2.3983808;47.0630625
Boulleret;Place de l Eglise - 18240 BOULLERET;18032;2.8732176;47.4239562
Boulleret;Place de l Eglise - 18240 BOULLERET;18032;2.8732176;47.4239562
Blet;Place de l Eglise - 18350 BLET;18031;2.7306654;46.8956458
Blet;Place de l Eglise - 18350 BLET;18031;2.7306654;46.8956458
Blancafort;Place de la Mairie - 18410 BLANCAFORT;18030;2.5285667;47.5322031
Blancafort;Place de la Mairie - 18410 BLANCAFORT;18030;2.5285667;47.5322031
Baugy;Rue de la Halle - 18800 BAUGY;18023;2.7294331;47.0822449
Baugy;Rue de la Halle - 18800 BAUGY;18023;2.7294331;47.0822449
Bannegon;Place St Georges - 18210 BANNEGON;18021;2.7134376;46.8010561
Bannegon;Place St Georges - 18210 BANNEGON;18021;2.7134376;46.8010561
Avord - Place de la salle des fetes;Place de la salle des fetes - 18520 AVORD;18018;2.653584;47.0357121
Avord - Place de la salle des fetes;Place de la salle des fetes - 18520 AVORD;18018;2.653584;47.0357121
Avord - Parking des Alouettes;Rue des Alouettes - 18520 AVORD;18018;2.6519766;47.0327243
Avord - Parking des Alouettes;Rue des Alouettes - 18520 AVORD;18018;2.6519766;47.0327243
Aubigny - Place de la resistance;Place de la resistance - 18700 AUBIGNY SUR NERE;18015;2.441539;47.489301
Aubigny - Palais omnisports;Le Mail Guichard - 18700 AUBIGNY-SUR-NERE;18015;2.4378559;47.4912269
Aubigny - Place de la resistance;Place de la resistance - 18700 AUBIGNY SUR NERE;18015;2.441539;47.489301
Aubigny - Palais omnisports;Le Mail Guichard - 18700 AUBIGNY-SUR-NERE;18015;2.4378559;47.4912269
Argent sur Sauldre;Place du marche - 18410 ARGENT SUR SAULDRE;18011;2.4470023;47.5592618
Argent sur Sauldre;Place du marche - 18410 ARGENT SUR SAULDRE;18011;2.4470023;47.5592618
Apremont sur Allier;Parking route de Germigny - 18150 APREMONT SUR ALLIER;18007;3.0463252;46.9075846
Apremont sur Allier;Parking route de Germigny - 18150 APREMONT SUR ALLIER;18007;3.0463252;46.9075846
Allogny;Rue de l Abreuvoir - 18110 ALLOGNY;18004;2.3184789;47.2257841
Allogny;Rue de l Abreuvoir - 18110 ALLOGNY;18004;2.3184789;47.2257841
Les Aix d Angillon;Route de Bourges - 18220 LE AIX D ANGILLON;18003;2.5656172;47.1950266
Les Aix d Angillon;Route de Bourges - 18220 LE AIX D ANGILLON;18003;2.5656172;47.1950266
VIC-SUR-CERE - Rue Du 19 Mars 1962;Rue Du 19 Mars 1962 15800 VIC-SUR-CERE;15258;2.626218;44.978116
VIC-SUR-CERE - Rue Du 19 Mars 1962;Rue Du 19 Mars 1962 15800 VIC-SUR-CERE;15258;2.626218;44.978116
VIC-SUR-CERE - Rue Du 19 Mars 1962;Rue Du 19 Mars 1962 15800 VIC-SUR-CERE;15258;2.626218;44.978116
VIC-SUR-CERE - Rue Du 19 Mars 1962;Rue Du 19 Mars 1962 15800 VIC-SUR-CERE;15258;2.626218;44.978116
PLEAUX - Place D'Empeyssine;Place D'Empeyssine 15700 PLEAUX;15153;2.22844;45.13556
PLEAUX - Place D'Empeyssine;Place D'Empeyssine 15700 PLEAUX;15153;2.22844;45.13556
PLEAUX - Place D'Empeyssine;Place D'Empeyssine 15700 PLEAUX;15153;2.22844;45.13556
PLEAUX - Place D'Empeyssine;Place D'Empeyssine 15700 PLEAUX;15153;2.22844;45.13556
MURAT - Avenue Hector Peschaud;Avenue Hector Peschaud  15300 MURAT;15138;2.866944;45.110582
MURAT - Avenue Hector Peschaud;Avenue Hector Peschaud  15300 MURAT;15138;2.866944;45.110582
MURAT - Avenue Hector Peschaud;Avenue Hector Peschaud  15300 MURAT;15138;2.866944;45.110582
MURAT - Avenue Hector Peschaud;Avenue Hector Peschaud  15300 MURAT;15138;2.866944;45.110582
VIRIAT - Place De La Mairie;Place De La Mairie 1440 VIRIAT;1451;5.217323;46.253274
VIRIAT - Place De La Mairie;Place De La Mairie 1440 VIRIAT;1451;5.217323;46.253274
VERQUIERES - Place de l'Eglise;Place de l'Eglise 13670 VERQUIERES;13116;4.918112;43.839632
VERQUIERES - Place de l'Eglise;Place de l'Eglise 13670 VERQUIERES;13116;4.918112;43.839632
VERNEGUES - Route Du Château Bas;Route Du Château Bas 0 VERNEGUES;13115;5.205005;43.689299
VERNEGUES - Route Du Château Bas;Route Du Château Bas 0 VERNEGUES;13115;5.205005;43.689299
VENTABREN - Avenue Charles De Gaulle;Avenue Charles De Gaulle 13122 VENTABREN;13114;5.293237;43.54659
VENTABREN - Avenue Charles De Gaulle;Avenue Charles De Gaulle 13122 VENTABREN;13114;5.293237;43.54659
VELAUX - Rue Diderot (Pl Du Bon Puit);Rue Diderot (Pl Du Bon Puit) 13880 VELAUX;13112;5.255214;43.523198
VELAUX - Rue Diderot (Pl Du Bon Puit);Rue Diderot (Pl Du Bon Puit) 13880 VELAUX;13112;5.255214;43.523198
TRETS - Place De La Libération;Place De La Libération 0 TRETS;13110;5.688023;43.448682
TRETS - Place De La Libération;Place De La Libération 0 TRETS;13110;5.688023;43.448682
Tarascon;4, place Colonel Berrurier;13108;4.65646;43.80150
Tarascon;4, place Colonel Berrurier;13108;4.65646;43.80150
SEPTEMES-LES-VALLONS - 50 Avenue Du 8 Mai 1945;50 Avenue Du 8 Mai 1945 13240 SEPTEMES-LES-VALLONS;13106;5.366413;43.398629
SEPTEMES-LES-VALLONS - 50 Avenue Du 8 Mai 1945;50 Avenue Du 8 Mai 1945 13240 SEPTEMES-LES-VALLONS;13106;5.366413;43.398629
SALON-DE-PROVENCE - Avenue Du Dauphiné;Avenue Du Dauphiné 0 SALON-DE-PROVENCE;13103;5.099081;43.65232
SALON-DE-PROVENCE - Avenue Du Dauphiné;Avenue Du Dauphiné 0 SALON-DE-PROVENCE;13103;5.099081;43.65232
SALON-DE-PROVENCE - Rue André Marie Ampère;Rue André Marie Ampère 0 SALON-DE-PROVENCE;13103;5.107927;43.639222
SALON-DE-PROVENCE - Rue André Marie Ampère;Rue André Marie Ampère 0 SALON-DE-PROVENCE;13103;5.107927;43.639222
SAINT-SAVOURNIN - Chemin Du Cimetière;Chemin Du Cimetière 13119 SAINT-SAVOURNIN;13101;5.525681;43.40751
SAINT-SAVOURNIN - Chemin Du Cimetière;Chemin Du Cimetière 13119 SAINT-SAVOURNIN;13101;5.525681;43.40751
SAINT-REMY-DE-PROVENCE - Place Du Général De Gaulle;Place Du Général De Gaulle 13210 SAINT-REMY-DE-PROVENCE;13100;4.829711;43.792941
SAINT-REMY-DE-PROVENCE - Office De Tourisme - Place Jean Jaurès;Office De Tourisme - Place Jean Jaurès 13210 SAINT-REMY-DE-PROVENCE;13100;4.831202;43.786244
SAINT-REMY-DE-PROVENCE - Place Du Général De Gaulle;Place Du Général De Gaulle 13210 SAINT-REMY-DE-PROVENCE;13100;4.829711;43.792941
SAINT-REMY-DE-PROVENCE - Office De Tourisme - Place Jean Jaurès;Office De Tourisme - Place Jean Jaurès 13210 SAINT-REMY-DE-PROVENCE;13100;4.831202;43.786244
SAINT-PAUL-LEZ-DURANCE - D11;D11 13115 SAINT-PAUL-LEZ-DURANCE;13099;5.710252;43.686469
SAINT-PAUL-LEZ-DURANCE - D11;D11 13115 SAINT-PAUL-LEZ-DURANCE;13099;5.710252;43.686469
SAINT-MITRE-LES-REMPARTS - Résidence Les Remparts;Résidence Les Remparts 13920 SAINT-MITRE-LES-REMPARTS;13098;5.011772;43.453829
SAINT-MITRE-LES-REMPARTS - Résidence Les Remparts;Résidence Les Remparts 13920 SAINT-MITRE-LES-REMPARTS;13098;5.011772;43.453829
SAINT-MARTIN-DE-CRAU - Avenue Nostradamus;Avenue Nostradamus 13310 SAINT-MARTIN-DE-CRAU;13097;4.813026;43.638466
SAINT-MARTIN-DE-CRAU - Avenue Nostradamus;Avenue Nostradamus 13310 SAINT-MARTIN-DE-CRAU;13097;4.813026;43.638466
SAINTES-MARIES-DE-LA-MER - Rue Des Artisans - Borne 1;Rue Des Artisans - Borne 1 13460 SAINTES-MARIES-DE-LA-MER;13096;4.42714;43.457535
SAINTES-MARIES-DE-LA-MER - Rue Des Artisans - Borne 1;Rue Des Artisans - Borne 1 13460 SAINTES-MARIES-DE-LA-MER;13096;4.42714;43.457535
SAINTES-MARIES-DE-LA-MER - Rue Des Artisans - Borne 2;Rue Des Artisans - Borne 2 13460 SAINTES-MARIES-DE-LA-MER;13096;4.427083;43.457513
SAINTES-MARIES-DE-LA-MER - Rue Des Artisans - Borne 2;Rue Des Artisans - Borne 2 13460 SAINTES-MARIES-DE-LA-MER;13096;4.427083;43.457513
SAINT-ETIENNE-DU-GRES - Avenue Frédéric Mistral;Avenue Frédéric Mistral 13103 SAINT-ETIENNE-DU-GRES;13094;4.726419;43.781708
SAINT-ETIENNE-DU-GRES - Avenue Frédéric Mistral;Avenue Frédéric Mistral 13103 SAINT-ETIENNE-DU-GRES;13094;4.726419;43.781708
ROGNONAS - Place Du Marché;Place Du Marché 13870 ROGNONAS;13083;4.805896282;43.89907521
ROGNONAS - Place Du Marché;Place Du Marché 13870 ROGNONAS;13083;4.805896282;43.89907521
Port-Saint-Louis;2, avenue Anatole France;13078;4.80892;43.38370
Port-Saint-Louis;2, avenue Anatole France;13078;4.80892;43.38370
LES PENNES-MIRABEAU - Vieille Route De La Gavotte - Parking Square Jean Moulin;Vieille Route De La Gavotte - Parking Square Jean Moulin 13170 LES PENNES-MIRABEAU;13071;5.348994;43.380874
LES PENNES-MIRABEAU - Vieille Route De La Gavotte - Parking Square Jean Moulin;Vieille Route De La Gavotte - Parking Square Jean Moulin 13170 LES PENNES-MIRABEAU;13071;5.348994;43.380874
PELISSANNE - Place Roux Brignoles;Place Roux Brignoles 13330 PELISSANNE;13069;5.152651;43.631195
PELISSANNE - Place Roux Brignoles;Place Roux Brignoles 13330 PELISSANNE;13069;5.152651;43.631195
PARADOU - Parking Des coles;Parking Des coles 13520 PARADOU;13068;4.782551;43.719317
PARADOU - Parking Des coles;Parking Des coles 13520 PARADOU;13068;4.782551;43.719317
MOURIES - Pré D'Ester;Pré D'Ester 13890 MOURIES;13065;4.870647;43.691626
MOURIES - Pré D'Ester;Pré D'Ester 13890 MOURIES;13065;4.870647;43.691626
MOLLEGES - Route De St Andiol;Route De St Andiol 13940 MOLLEGES;13064;4.949075;43.807491
MOLLEGES - Route De St Andiol;Route De St Andiol 13940 MOLLEGES;13064;4.949075;43.807491
MIRAMAS - Avenue Marco Polo;Avenue Marco Polo 13140 MIRAMAS;13063;5.00374;43.608018
MIRAMAS - Avenue Marco Polo;Avenue Marco Polo 13140 MIRAMAS;13063;5.00374;43.608018
SAINT-PIERRE-DE-MEZOARGUES - Place Georges de Régis;Place Georges de Régis 13150 SAINT-PIERRE-DE-MEZOARGUES;13061;4.648661;43.859012
SAINT-PIERRE-DE-MEZOARGUES - Place Georges de Régis;Place Georges de Régis 13150 SAINT-PIERRE-DE-MEZOARGUES;13061;4.648661;43.859012
MEYREUIL - Parking Mourvedre - Rue Des Mineurs;Parking Mourvedre - Rue Des Mineurs 0 MEYREUIL;13060;5.49543;43.473074
MEYREUIL - Parking Mourvedre - Rue Des Mineurs;Parking Mourvedre - Rue Des Mineurs 0 MEYREUIL;13060;5.49543;43.473074
MEYRARGUES - Police Municipale - Place Des Anciens Combattants;Police Municipale - Place Des Anciens Combattants 13650 MEYRARGUES;13059;5.527233;43.637349
MEYRARGUES - Police Municipale - Place Des Anciens Combattants;Police Municipale - Place Des Anciens Combattants 13650 MEYRARGUES;13059;5.527233;43.637349
MAUSSANE-LES-ALPILLES - Maison De Retraite De La Vallée Des Baux;Maison De Retraite De La Vallée Des Baux 13520 MAUSSANE-LES-ALPILLES;13058;4.80578;43.721516
MAUSSANE-LES-ALPILLES - Avenue Des Alpilles;Avenue Des Alpilles 13520 MAUSSANE-LES-ALPILLES;13058;4.805189;43.722592
MAUSSANE-LES-ALPILLES - Maison De Retraite De La Vallée Des Baux;Maison De Retraite De La Vallée Des Baux 13520 MAUSSANE-LES-ALPILLES;13058;4.80578;43.721516
MAUSSANE-LES-ALPILLES - Avenue Des Alpilles;Avenue Des Alpilles 13520 MAUSSANE-LES-ALPILLES;13058;4.805189;43.722592
MAS-BLANC-DES-ALPILLES - Place Pierre Limberton;Place Pierre Limberton 13103 MAS-BLANC-DES-ALPILLES;13057;4.755862;43.788423
MAS-BLANC-DES-ALPILLES - Place Pierre Limberton;Place Pierre Limberton 13103 MAS-BLANC-DES-ALPILLES;13057;4.755862;43.788423
MARSEILLE - Parking Relais Einstein;Parking Relais Einstein 13000 MARSEILLE;13055;5.448569;43.345406
MARSEILLE - Campus Luminy;Campus Luminy 13000 MARSEILLE;13055;5.438303;43.231932
MARSEILLE - Rue Henri Tommasi;Rue Henri Tommasi 13000 MARSEILLE;13055;5.412199;43.245262
MARSEILLE - Parking De La Mairie, Bd Bouyala D'Arnaud;Parking De La Mairie, Bd Bouyala D'Arnaud 13000 MARSEILLE;13055;5.443135;43.297307
MARSEILLE - Parking Technoptic;Parking Technoptic 13000 MARSEILLE;13055;5.431385;43.344402
MARSEILLE - Parking Technoptic;Parking Technoptic 13000 MARSEILLE;13055;5.431385;43.344402
MARSEILLE - Parking De La Gare La Barasse;Parking De La Gare La Barasse 13000 MARSEILLE;13055;5.484191;43.285678
MARSEILLE - Campus Luminy;Campus Luminy 13000 MARSEILLE;13055;5.438303;43.231932
MARSEILLE - Parking De La Mairie, Bd Bouyala D'Arnaud;Parking De La Mairie, Bd Bouyala D'Arnaud 13000 MARSEILLE;13055;5.443135;43.297307
MARSEILLE - Campus Luminy;Campus Luminy 13000 MARSEILLE;13055;5.438303;43.231932
MARSEILLE - Campus Luminy;Campus Luminy 13000 MARSEILLE;13055;5.438303;43.231932
MARSEILLE - Rue Henri Tommasi;Rue Henri Tommasi 13000 MARSEILLE;13055;5.412199;43.245262
MARSEILLE - Parking Technoptic;Parking Technoptic 13000 MARSEILLE;13055;5.431385;43.344402
MARSEILLE - Parking De La Gare La Barasse;Parking De La Gare La Barasse 13000 MARSEILLE;13055;5.484191;43.285678
MARSEILLE - Parking Technoptic;Parking Technoptic 13000 MARSEILLE;13055;5.431385;43.344402
MARSEILLE - Parking Relais Einstein;Parking Relais Einstein 13000 MARSEILLE;13055;5.448569;43.345406
MARIGNANE - Rue De Verdun;Rue De Verdun 13700 MARIGNANE;13054;5.21803;43.416931
MARIGNANE - Rue De Verdun;Rue De Verdun 13700 MARIGNANE;13054;5.21803;43.416931
MALLEMORT - Parking De L'Auratoir;Parking De L'Auratoir 13370 MALLEMORT;13053;5.177512;43.728394
MALLEMORT - Parking De L'Auratoir;Parking De L'Auratoir 13370 MALLEMORT;13053;5.177512;43.728394
AIRE DE LANÇON DE PROVENCE OUEST;A7;13051;5.18751;43.58962
LAMANON - Cd 71 D Rte De La Provence;Cd 71 D Rte De La Provence 13113 LAMANON;13049;5.08596;43.699042
LAMANON - Cd 71 D Rte De La Provence;Cd 71 D Rte De La Provence 13113 LAMANON;13049;5.08596;43.699042
ISTRES_CEC Piscine;CEC Piscine 13118 ISTRES;13047;4.99569400;43.49921670
ISTRES_Des Arnavaux;Des Arnavaux 13118 ISTRES;13047;4.99053200;43.51397600
ISTRES_Parvis Hotel de Ville;Parvis Hotel de Ville 13118 ISTRES;13047;4.98967900;43.51635900
ISTRES_Mairie Annexe Pr?paou;Mairie Annexe Pr?paou 13118 ISTRES;13047;4.98230200;43.49459700
ISTRES_Centre Commercial Pr?dina;Centre Commercial Pr?dina 13118 ISTRES;13047;4.98603600;43.49284900
ISTRES_Parvis Hotel de Ville;Parvis Hotel de Ville 13118 ISTRES;13047;4.98967900;43.51635900
ISTRES_Place Champollion;Place Champollion 13118 ISTRES;13047;4.98727900;43.50465300
ISTRES_Place Champollion;Place Champollion 13118 ISTRES;13047;4.98727900;43.50465300
ISTRES_Complexe sportif Ren? Davini;Complexe sportif Ren? Davini 13118 ISTRES;13047;4.98204100;43.48488800
ISTRES_Jean  Moulin;Jean  Moulin 13118 ISTRES;13047;4.99527700;43.50266500
ISTRES_Forum de Carmes;Forum de Carmes 13118 ISTRES;13047;4.98646800;43.51255500
ISTRES_Gare SNCF;Gare SNCF 13118 ISTRES;13047;4.98044000;43.51537200
ISTRES_CEC Stade;CEC Stade 13118 ISTRES;13047;4.99453100;43.50036300
ISTRES_CEC Stade;CEC Stade 13118 ISTRES;13047;4.99453100;43.50036300
ISTRES_Bayanne;Bayanne 13118 ISTRES;13047;4.97160000;43.53181800
ISTRES_Gare SNCF;Gare SNCF 13118 ISTRES;13047;4.98044000;43.51537200
ISTRES_Bayanne;Bayanne 13118 ISTRES;13047;4.97160000;43.53181800
ISTRES_Parvis Hotel de Ville;Parvis Hotel de Ville 13118 ISTRES;13047;4.98967900;43.51635900
ISTRES_Place Champollion;Place Champollion 13118 ISTRES;13047;4.98727900;43.50465300
ISTRES_Parvis Hotel de Ville;Parvis Hotel de Ville 13118 ISTRES;13047;4.98967900;43.51635900
ISTRES_CEC Piscine;CEC Piscine 13118 ISTRES;13047;4.99569400;43.49921670
ISTRES_Jean  Moulin;Jean  Moulin 13118 ISTRES;13047;4.99527700;43.50266500
ISTRES_Des Arnavaux;Des Arnavaux 13118 ISTRES;13047;4.99053200;43.51397600
ISTRES_Sous Prefecture;Sous Prefecture 13118 ISTRES;13047;4.98941000;43.50236200
