Code_etablissement;Appellation_officielle;Denomination_principale;Patronyme_uai;Secteur_Public_Prive;Adresse;Lieu_dit;Boite_postale;Code_postal;Localite_acheminement;Commune;Coordonnee_X;Coordonnee_Y;EPSG;Latitude;Longitude;Qualite_appariement;Localisation;Code_nature;Nature;Code_etat_etablissement;Etat_etablissement;Code_departement;Code_region;Code_academie;Code_commune;Departement;Region;Academie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0941313S;Ecole maternelle Pierre Curie;ECOLE MATERNELLE PUBLIQUE;PIERRE CURIE;Public;1 rue PIERRE CURIE;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;662667.3;6849804.5;EPSG:2154;48.74727492913781;2.492259870168688;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7472749291,2.49225987017;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-05-29
0941235G;Section d'enseignement général et professionnel adapté Janusz Korczak;SEGPA;CLG JANUSZ KORCZAK;Public;RUE JANUSZ KORCZAK;;;94456;LIMEIL BREVANNES CEDEX;Limeil-Brévannes;663727.0;6849233.3;EPSG:2154;48.74219801687846;2.5067203767504833;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7421980169,2.50672037675;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-12
0940674X;Ecole élémentaire Pasteur;ECOLE ELEMENTAIRE PUBLIQUE;PASTEUR;Public;1 rue louise du Pierry;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;661785.7;6849912.0;EPSG:2154;48.74819018376124;2.4802604653787186;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7481901838,2.48026046538;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0941968D;Section d'enseignement professionnel du Lycée Guillaume Budé;SECTION ENSEIGNT PROFESSIONNEL;LYCEE GUILLAUME BUDE;Public;2 voie Georges Pompidou;;;94456;LIMEIL BREVANNES CEDEX;Limeil-Brévannes;663969.6;6849461.8;EPSG:2154;48.74426671632813;2.510000147283277;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7442667163,2.51000014728;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0941494N;Ecole maternelle Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;Public;59 avenue de Valenton;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;663285.5;6849311.1;EPSG:2154;48.742872787910876;2.500709849792149;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7428727879,2.50070984979;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-04-27
0941369C;Ecole maternelle André Malraux;ECOLE MATERNELLE PUBLIQUE;ANDRE MALRAUX;Public;5 rue Louise du Pierry;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;661770.6;6849972.9;EPSG:2154;48.74873701655009;2.480049647452832;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7487370166,2.48004964745;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-06-14
0941337T;Ecole élémentaire Pablo Picasso;ECOLE ELEMENTAIRE PUBLIQUE;PABLO PICASSO;Public;5 avenue de Valenton;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;662926.3;6849261.0;EPSG:2154;48.74240166416547;2.495829476702608;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7424016642,2.4958294767;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-10-04
0941138B;Ecole maternelle Anatole France;ECOLE MATERNELLE PUBLIQUE;ANATOLE FRANCE;Public;5 rue Pierre et Angèle Le Hen;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;662383.2;6850444.7;EPSG:2154;48.75301630954873;2.488339681984088;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7530163095,2.48833968198;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-19
0940742W;Lycée polyvalent Guillaume Budé;LYCEE POLYVALENT;GUILLAUME BUDE;Public;2 voie Georges Pompidou;;;94456;LIMEIL BREVANNES CEDEX;Limeil-Brévannes;664022.2;6849403.0;EPSG:2154;48.743740806816575;2.510720424025152;Correcte;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7437408068,2.51072042403;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940675Y;Ecole primaire Piard;ECOLE ELEMENTAIRE PUBLIQUE;PIARD;Public;28 rue Piard;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;663041.0;6850059.4;EPSG:2154;48.74958897466923;2.497320137204133;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7495889747,2.4973201372;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0941137A;Ecole maternelle Paul Langevin;ECOLE MATERNELLE PUBLIQUE;PAUL LANGEVIN;Public;7 rue Emile Zola;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;661668.9;6849933.0;EPSG:2154;48.7483721300367;2.4786700692267942;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.74837213,2.47867006923;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-19
0941603G;Collège Janusz Korczak;COLLEGE;JANUSZ KORCZAK;Public;Rue Janusz Korczak;;;94456;LIMEIL BREVANNES CEDEX;Limeil-Brévannes;663673.3;6849240.8;EPSG:2154;48.74226245201178;2.5059894868197667;Correcte;Rue;340;COLLEGE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.742262452,2.50598948682;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-14
0941121H;Ecole élémentaire Anatole France;ECOLE ELEMENTAIRE PUBLIQUE;ANATOLE FRANCE;Public;22 rue d'Alsace Lorraine;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;662392.5;6850513.0;EPSG:2154;48.75363113085524;2.488460157912783;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7536311309,2.48846015791;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-19
0941475T;Section d'enseignement professionnel du Lycée Darius Milhaud;SECTION ENSEIGNT PROFESSIONNEL;LYCEE DARIUS MILHAUD;Public;80  RUE DU PROFESSEUR BERGONIE;;;94276;LE KREMLIN BICETRE CEDEX;Le Kremlin-Bicêtre;652197.9;6855935.7;EPSG:2154;48.8017258849122;2.349190184724014;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8017258849,2.34919018472;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-02-24
0941136Z;Ecole maternelle Pauline Kergomard;ECOLE MATERNELLE PUBLIQUE;PAULINE KERGOMARD;Public;10 rue BENOIT MALON;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652385.2;6856562.2;EPSG:2154;48.80737405852174;2.3516700660327334;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8073740585,2.35167006603;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-19
0940566E;Ecole élémentaire Benoit Malon B;ECOLE ELEMENTAIRE PUBLIQUE;BENOIT MALON B;Public;2 rue Jean Mermoz;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652386.6;6856199.2;EPSG:2154;48.80410958886865;2.351729705379404;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8041095889,2.35172970538;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-12-01
0940361G;Ecole élémentaire Pierre Brossolette;ECOLE ELEMENTAIRE PUBLIQUE;PIERRE BROSSOLETTE;Public;3 rue Pierre Brossolette;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652955.4;6857405.8;EPSG:2154;48.81500264031309;2.3593404541803866;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8150026403,2.35934045418;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940022N;Collège Jean Perrin;COLLEGE;JEAN PERRIN;Public;15 avenue CHARLES GIDE;;;94276;LE KREMLIN BICETRE CEDEX;Le Kremlin-Bicêtre;652636.0;6856513.3;EPSG:2154;48.80695275670029;2.355090280381952;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8069527567,2.35509028038;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0942386H;Ecole maternelle Mohamed Megrez;ECOLE MATERNELLE PUBLIQUE;MOHAMED MEGREZ;Public;4 rue Jean Mermoz;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652401.9;6856188.1;EPSG:2154;48.80401089243351;2.3519392502993237;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8040108924,2.3519392503;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2016-09-01
0942108F;Ecole maternelle Robert Desnos;ECOLE MATERNELLE PUBLIQUE;ROBERT DESNOS;Public;Rue Paul Lafargue;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652865.4;6856545.3;EPSG:2154;48.80725735182648;2.358210118828798;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8072573518,2.35821011883;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2000-09-01
0941474S;Lycée polyvalent Darius Milhaud;LYCEE POLYVALENT;DARIUS MILHAUD;Public;80 rue DU PROFESSEUR BERGONIE;;;94276;LE KREMLIN BICETRE CEDEX;Le Kremlin-Bicêtre;652310.0;6855996.5;EPSG:2154;48.80228097982393;2.350709513925294;Correcte;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8022809798,2.35070951393;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-09-15
0941328H;Ecole primaire privée Jeanne d'Arc;ECOLE ELEMENTAIRE PRIVEE;JEANNE D'ARC;Privé;2 avenue du Repos;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;653224.1;6856854.3;EPSG:2154;48.8100624021724;2.3630600671950233;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8100624022,2.3630600672;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-06-15
0940565D;Ecole élémentaire Benoit Malon A;ECOLE ELEMENTAIRE PUBLIQUE;BENOIT MALON A;Public;1 rue JEAN MERMOZ;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652298.0;6856225.0;EPSG:2154;48.804335068740464;2.3505205557301405;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8043350687,2.35052055573;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-12-01
0942410J;Ecole Primaire Montessori 101;ECOLE PRIMAIRE PRIVEE;MONTESSORI 101;Privé;42 rue DANTON;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;653019.2;6856946.7;EPSG:2154;48.810878484692886;2.360259905100567;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8108784847,2.3602599051;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2017-09-01
0941635S;Section d'enseignement professionnel du Lycée Pierre Brossolette;SECTION ENSEIGNT PROFESSIONNEL;LYCEE PIERRE BROSSOLETTE;Public;5 rue Pierre Brossolette;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652938.4;6857395.4;EPSG:2154;48.81490786985714;2.3591101055982535;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8149078699,2.3591101056;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0940151D;Ecole élémentaire Charles Péguy;ECOLE ELEMENTAIRE PUBLIQUE;CHARLES PEGUY;Public;3 bis rue de Verdun;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652829.1;6856692.7;EPSG:2154;48.80858031014834;2.357699550644097;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8085803101,2.35769955064;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0941975L;Lycée polyvalent Pierre Brossolette - Lycée des métiers du social et de l'aide à la personne;LPO LYCEE DES METIERS;PIERRE BROSSOLETTE;Public;5 rue Pierre Brossolette;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652959.0;6857405.3;EPSG:2154;48.81499840636422;2.3593895325420036;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8149984064,2.35938953254;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1991-09-01
0941854E;Ecole maternelle Jean Zay;ECOLE MATERNELLE PUBLIQUE;JEAN ZAY;Public;27 rue de la Convention;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652815.4;6857082.4;EPSG:2154;48.81208399015156;2.3574698359196873;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8120839902,2.35746983592;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1984-09-01
0941679P;Collège Albert Cron;COLLEGE;ALBERT CRON;Public;5 rue MARCEL SEMBAT;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;652272.1;6856656.8;EPSG:2154;48.80821646289224;2.3501195486645843;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8082164629,2.35011954866;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0940809U;Collège privé Jeanne d'Arc;COLLEGE PRIVE;JEANNE D'ARC;Privé;2  AVENUE DU REPOS;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;653224.1;6856854.3;EPSG:2154;48.8100624021724;2.3630600671950233;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8100624022,2.3630600672;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-04-30
0940419V;Ecole maternelle Suzanne Buisson;ECOLE MATERNELLE PUBLIQUE;SUZANNE BUISSON;Public;31 rue Anatole France;;;94270;LE KREMLIN BICETRE;Le Kremlin-Bicêtre;653069.3;6856600.1;EPSG:2154;48.8077650574369;2.360980283763545;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94043;Val-de-Marne;Ile-de-France;Créteil;48.8077650574,2.36098028376;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940484R;Ecole primaire Simone Veil;ECOLE PRIMAIRE PUBLIQUE;SIMONE VEIL;Public;56 rue de Paris;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;660891.0;6857678.0;EPSG:2154;48.817980833681304;2.467379884458676;MANUEL;BATIMENT;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8179808337,2.46737988446;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940348T;Ecole élémentaire Polangis;ECOLE ELEMENTAIRE PUBLIQUE;POLANGIS;Public;56 avenue Oudinot;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;661538.6;6858115.7;EPSG:2154;48.82195616366268;2.4761596544636357;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8219561637,2.47615965446;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940038F;Collège Jean Charcot;COLLEGE;JEAN CHARCOT;Public;Place du 8 Mai 1945;;61;94344;JOINVILLE LE PONT CEDEX;Joinville-le-Pont;660834.2;6857527.9;EPSG:2154;48.81662748820661;2.4666201645518266;Correcte;Rue;340;COLLEGE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8166274882,2.46662016455;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940012C;Collège Jules Ferry;COLLEGE;JULES FERRY;Public;8 bis avenue Bizet;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;661599.4;6858427.4;EPSG:2154;48.82476299346762;2.476959599795444;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8247629935,2.4769595998;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0942355Z;Lp ensemble sainte marie;LYCEE PROFESSIONNEL PRIVE;ENSEMBLE SAINTE MARIE;Privé;6  RUE DE L'EGLISE;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;660802.0;6857835.0;EPSG:2154;48.81938737798161;2.4661533871519725;MANUEL;BATIMENT;320;LYCEE PROFESSIONNEL;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.819387378,2.46615338715;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;2014-09-01
0942038E;Ecole élémentaire Bernard Palissy;ECOLE ELEMENTAIRE PUBLIQUE;BERNARD PALISSY;Public;31 avenue des Platanes;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;661670.7;6857650.8;EPSG:2154;48.8177830426779;2.4780006482721704;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8177830427,2.47800064827;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1996-09-01
0942282V;Lycée professionnel JPC Coiffure;LYCEE PROFESSIONNEL PRIVE;JPC COIFFURE;Privé;30 rue CHAPSAL;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;660759.7;6858245.0;EPSG:2154;48.82307205261336;2.4655395171090966;Parfaite;Numéro de rue;332;ECOLE PROFESSIONNELLE SPECIALISEE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8230720526,2.46553951711;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2011-09-01
0942022M;Ecole élémentaire Parangon;ECOLE ELEMENTAIRE PUBLIQUE;PARANGON;Public;41 boulevard Maréchal Leclerc;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;660982.7;6857112.3;EPSG:2154;48.812898859587456;2.468680535324475;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8128988596,2.46868053532;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1994-09-01
0941933R;Ecole maternelle Petit Gibus;ECOLE MATERNELLE PUBLIQUE;PETIT GIBUS;Public;7 ter avenue du Président Wilson;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;661486.7;6857707.9;EPSG:2154;48.81828559563991;2.475489695879296;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8182855956,2.47548969588;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-01-07
0941488G;Ecole maternelle Jean de La Fontaine;ECOLE MATERNELLE PUBLIQUE;JEAN DE LA FONTAINE;Public;31 boulevard de l'Europe;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;660615.1;6857308.9;EPSG:2154;48.814644601274736;2.4636566982082573;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8146446013,2.46365669821;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-04-27
0942143U;Collège privé ISE - Institut de Soutien de l'Enseignement (filles);COLLEGE PRIVE;ISE;Privé;9 impasse JULES ROUSSEAU;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;660999.6;6857335.9;EPSG:2154;48.81491079485908;2.4688901848521656;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8149107949,2.46889018485;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2002-09-03
0942141S;Groupe Scolaire ISE - Institut de Soutien de l'Enseignement;ECOLE ELEMENTAIRE PRIVEE;ISE;Privé;9 impasse JULES ROUSSEAU;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;660999.6;6857335.9;EPSG:2154;48.81491079485908;2.4688901848521656;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8149107949,2.46889018485;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2002-09-01
0940458M;Ecole maternelle Polangis;ECOLE MATERNELLE PUBLIQUE;POLANGIS;Public;12 avenue Joseph Jougla;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;661469.0;6858240.4;EPSG:2154;48.82307346999585;2.4752004497194915;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.82307347,2.47520044972;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0942382D;Lycée privé ISE - Institut de Soutien de l'Enseignement (filles);LYCEE GENERAL PRIVE;GROUPE SCOLAIRE ISE;Privé;Impasse JULES ROUSSEAU;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;660968.6;6857312.0;EPSG:2154;48.81469397803365;2.46847022857174;Parfaite;Rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.814693978,2.46847022857;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2013-09-01
0941485D;Ecole élémentaire Eugene Voisin;ECOLE ELEMENTAIRE PUBLIQUE;EUGENE VOISIN;Public;4 rue Eugène Voisin;;;94340;JOINVILLE LE PONT;Joinville-le-Pont;660733.2;6857366.7;EPSG:2154;48.81517161978393;2.4652596036039016;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94042;Val-de-Marne;Ile-de-France;Créteil;48.8151716198,2.4652596036;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-04-27
0942456J;Ecole maternelle Rosalind Franklin;ECOLE MATERNELLE PUBLIQUE;ROSALIND FRANKLIN;Public;7 rue Emile Blin;;;94200;IVRY SUR SEINE;Ivry-sur-Seine;656146.6;6856834.0;EPSG:2154;48.81008522688278;2.4028558038391608;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;3;A OUVRIR;94;11;24;94041;Val-de-Marne;Ile-de-France;Créteil;48.8100852269,2.40285580384;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2020-09-01
0941900E;Ecole maternelle l'Orme au Chat;ECOLE MATERNELLE PUBLIQUE;L'ORME AU CHAT;Public;3 place de l'Orme au Chat;;;94200;IVRY SUR SEINE;Ivry-sur-Seine;655844.8;6857380.3;EPSG:2154;48.81497767132141;2.398689756561975;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94041;Val-de-Marne;Ile-de-France;Créteil;48.8149776713,2.39868975656;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1989-09-01
0941781A;Collège Henri Wallon;COLLEGE;HENRI WALLON;Public;3 place DANTON;;;94200;IVRY SUR SEINE;Ivry-sur-Seine;654532.6;6857385.1;EPSG:2154;48.81492963584362;2.3808202857782588;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94041;Val-de-Marne;Ile-de-France;Créteil;48.8149296358,2.38082028578;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1982-09-15
0941025D;Collège Georges Politzer;COLLEGE;GEORGES POLITZER;Public;5 rue FOUILLOUX;;;94200;IVRY SUR SEINE;Ivry-sur-Seine;655406.2;6856592.6;EPSG:2154;48.8078634566968;2.392799575137847;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94041;Val-de-Marne;Ile-de-France;Créteil;48.8078634567,2.39279957514;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0940979D;Ecole primaire privée Notre-Dame de L'Espérance;ECOLE ELEMENTAIRE PRIVEE;NOTRE-DAME DE L'ESPERANCE;Privé;13 rue Paul Bert;;;94200;IVRY SUR SEINE;Ivry-sur-Seine;653882.5;6857729.6;EPSG:2154;48.81798163577232;2.3719302130451587;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94041;Val-de-Marne;Ile-de-France;Créteil;48.8179816358,2.37193021305;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1969-02-15
