Code_etablissement;Appellation_officielle;Denomination_principale;Patronyme_uai;Secteur_Public_Prive;Adresse;Lieu_dit;Boite_postale;Code_postal;Localite_acheminement;Commune;Coordonnee_X;Coordonnee_Y;EPSG;Latitude;Longitude;Qualite_appariement;Localisation;Code_nature;Nature;Code_etat_etablissement;Etat_etablissement;Code_departement;Code_region;Code_academie;Code_commune;Departement;Region;Academie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0940881X;Lycée général privé Montalembert;LYCEE GENERAL PRIVE;MONTALEMBERT;Privé;28 boulevard Gambetta;;;94736;NOGENT SUR MARNE CEDEX;Nogent-sur-Marne;661238.3;6859972.0;EPSG:2154;48.83863229139754;2.47190063343721;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;94;11;24;94052;Val-de-Marne;Ile-de-France;Créteil;48.8386322914,2.47190063344;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-21
0940479K;Ecole maternelle Val de Beauté;ECOLE MATERNELLE PUBLIQUE;VAL DE BEAUTE;Public;8 rue de la Muette;;;94130;NOGENT SUR MARNE;Nogent-sur-Marne;661942.6;6859596.7;EPSG:2154;48.8352991300407;2.4815294922253184;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94052;Val-de-Marne;Ile-de-France;Créteil;48.83529913,2.48152949223;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940437P;Ecole maternelle Gallieni;ECOLE MATERNELLE PUBLIQUE;GALLIENI;Public;16 boulevard Gallieni;;;94130;NOGENT SUR MARNE;Nogent-sur-Marne;662278.6;6860009.4;EPSG:2154;48.83903036687354;2.48607022596729;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94052;Val-de-Marne;Ile-de-France;Créteil;48.8390303669,2.48607022597;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0941924F;Ecole Trilingue Montessori de Nogent sur Marne;ECOLE ELEMENTAIRE PRIVEE;TRILINGUE MONTESSORI DE NOGENT SUR MARNE;Privé;12 avenue Victor Hugo;;;94130;NOGENT SUR MARNE;Nogent-sur-Marne;661464.0;6859376.8;EPSG:2154;48.83329308824945;2.47502944914969;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94052;Val-de-Marne;Ile-de-France;Créteil;48.8332930882,2.47502944915;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;1990-09-10
0941896A;Ecole primaire la Forêt;ECOLE PRIMAIRE PUBLIQUE;LA FORET;Public;Avenue des 40 Arpents;;;94440;MAROLLES EN BRIE;Marolles-en-Brie;667773.2;6848893.1;EPSG:2154;48.739352922471895;2.5617694707205785;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94048;Val-de-Marne;Ile-de-France;Créteil;48.7393529225,2.56176947072;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1988-09-06
0941627H;Ecole maternelle les Buissons;ECOLE MATERNELLE PUBLIQUE;LES BUISSONS;Public;2 rue des Bruyères;;;94440;MAROLLES EN BRIE;Marolles-en-Brie;667256.3;6848635.1;EPSG:2154;48.73700646064391;2.554760426031198;Correcte;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94048;Val-de-Marne;Ile-de-France;Créteil;48.7370064606,2.55476042603;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0940626V;Ecole élémentaire Les Buissons;ECOLE ELEMENTAIRE PUBLIQUE;LES BUISSONS;Public;2 rue des Bruyères;;;94440;MAROLLES EN BRIE;Marolles-en-Brie;667256.3;6848635.1;EPSG:2154;48.73700646064391;2.554760426031198;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94048;Val-de-Marne;Ile-de-France;Créteil;48.7370064606,2.55476042603;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0942187S;Collège Simone Veil;COLLEGE;SIMONE VEIL;Public;12 rue François Coppée;;;94520;MANDRES LES ROSES;Mandres-les-Roses;666618.8;6845085.1;EPSG:2154;48.705044645515905;2.5463693839500303;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94047;Val-de-Marne;Ile-de-France;Créteil;48.7050446455,2.54636938395;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2006-09-01
0940679C;Ecole élémentaire d'application Les Charmilles;ECOLE ELEMENTAIRE APPLICATION;LES CHARMILLES;Public;1 rue de Rochopt;;;94520;MANDRES LES ROSES;Mandres-les-Roses;666053.9;6844498.9;EPSG:2154;48.69974276775765;2.5387394364007476;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;94;11;24;94047;Val-de-Marne;Ile-de-France;Créteil;48.6997427678,2.5387394364;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0941894Y;Ecole maternelle la Ferme de Monsieur;ECOLE MATERNELLE PUBLIQUE;LA FERME DE MONSIEUR;Public;Allée Robert de Dreux;;;94520;MANDRES LES ROSES;Mandres-les-Roses;666241.2;6844940.8;EPSG:2154;48.703727152678404;2.541249532248962;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94047;Val-de-Marne;Ile-de-France;Créteil;48.7037271527,2.54124953225;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1988-09-06
0942040G;Ecole maternelle Hector Berlioz;ECOLE MATERNELLE PUBLIQUE;HECTOR BERLIOZ;Public;9 rue de Mesly;;;94700;MAISONS ALFORT;Maisons-Alfort;659002.8;6855343.9;EPSG:2154;48.796872077853024;2.441890257827969;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.7968720779,2.44189025783;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1996-09-01
0941046B;Collège Edouard Herriot;COLLEGE;EDOUARD HERRIOT;Public;5 rue Edouard Herriot;;;94700;MAISONS ALFORT;Maisons-Alfort;658455.9;6856633.5;EPSG:2154;48.808434984149784;2.4343195968602163;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8084349841,2.43431959686;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-08
0940493A;Ecole maternelle Edouard Herriot;ECOLE MATERNELLE PUBLIQUE;EDOUARD HERRIOT;Public;87 rue du 11 Novembre 1918;;;94700;MAISONS ALFORT;Maisons-Alfort;658568.7;6856589.6;EPSG:2154;48.80804743300672;2.435859743161991;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.808047433,2.43585974316;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940375X;Ecole élémentaire Condorcet;ECOLE ELEMENTAIRE PUBLIQUE;CONDORCET;Public;4 rue de Vénus;;;94700;MAISONS ALFORT;Maisons-Alfort;660016.4;6856708.7;EPSG:2154;48.80920993916807;2.4555602170042925;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8092099392,2.455560217;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940238Y;Ecole élémentaire Parmentier A;ECOLE ELEMENTAIRE PUBLIQUE;PARMENTIER A;Public;8 rue Paul Vaillant Couturier;;;94700;MAISONS ALFORT;Maisons-Alfort;658131.4;6856039.5;EPSG:2154;48.80307192593834;2.429959621575427;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8030719259,2.42995962158;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0941547W;Ecole maternelle Georges Pompidou;ECOLE MATERNELLE PUBLIQUE;GEORGES POMPIDOU;Public;16 rue Georges Gaume;;;94700;MAISONS ALFORT;Maisons-Alfort;658957.8;6855729.9;EPSG:2154;48.800340686989635;2.441240493506406;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.800340687,2.44124049351;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-02-08
0941322B;Ecole élémentaire Charles Péguy;ECOLE ELEMENTAIRE PUBLIQUE;CHARLES PEGUY;Public;20 avenue de la Liberté;;;94700;MAISONS ALFORT;Maisons-Alfort;658272.3;6855195.0;EPSG:2154;48.79548610204002;2.4319606184407583;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.795486102,2.43196061844;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-05-31
0941023B;Collège Condorcet;COLLEGE;CONDORCET;Public;4 rue DE VENUS;;;94700;MAISONS ALFORT;Maisons-Alfort;660016.5;6856708.7;EPSG:2154;48.80920994536901;2.455561578618875;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8092099454,2.45556157862;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0940989P;Ecole primaire privée Sainte Thérèse;ECOLE ELEMENTAIRE PRIVEE;SAINTE THERESE;Privé;110 avenue du Général de Gaulle;;;94700;MAISONS ALFORT;Maisons-Alfort;658064.8;6855864.6;EPSG:2154;48.80149465109872;2.42907011228387;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8014946511,2.42907011228;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1969-02-15
0940545G;Ecole maternelle Saint Exupéry;ECOLE MATERNELLE PUBLIQUE;SAINT EXUPERY;Public;7 rue de Lorraine;;;94700;MAISONS ALFORT;Maisons-Alfort;658510.8;6857220.0;EPSG:2154;48.81371311554901;2.4350099705008903;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8137131155,2.4350099705;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940511V;Ecole maternelle Condorcet;ECOLE MATERNELLE PUBLIQUE;CONDORCET;Public;2 rue de Vénus;;;94700;MAISONS ALFORT;Maisons-Alfort;659976.2;6856733.1;EPSG:2154;48.80942688346975;2.455010554893446;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8094268835,2.45501055489;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940491Y;Ecole maternelle Parmentier;ECOLE MATERNELLE PUBLIQUE;PARMENTIER;Public;57 avenue du Général de Gaulle;;;94700;MAISONS ALFORT;Maisons-Alfort;658081.9;6855990.1;EPSG:2154;48.80262443599246;2.429290564312943;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.802624436,2.42929056431;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940489W;Ecole maternelle Paul Bert;ECOLE MATERNELLE PUBLIQUE;PAUL BERT;Public;2 rue Paul Bert;;;94700;MAISONS ALFORT;Maisons-Alfort;657818.2;6857411.5;EPSG:2154;48.815390393564094;2.425559667889945;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8153903936,2.42555966789;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940359E;Ecole élémentaire Parmentier B;ECOLE ELEMENTAIRE PUBLIQUE;PARMENTIER B;Public;6 rue Paul Vaillant Couturier;;;94700;MAISONS ALFORT;Maisons-Alfort;658121.7;6856013.6;EPSG:2154;48.80283836689826;2.429830107009531;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8028383669,2.42983010701;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0942212U;Ecole élémentaire Pasteur;ECOLE ELEMENTAIRE PUBLIQUE;PASTEUR;Public;33 rue Bourgelat;;;94700;MAISONS ALFORT;Maisons-Alfort;657377.8;6857240.6;EPSG:2154;48.81382447388789;2.4195795331211882;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8138244739,2.41957953312;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2007-09-01
0941859K;Ecole maternelle George sand;ECOLE MATERNELLE PUBLIQUE;GEORGE SAND;Public;1 rue Parmentier;;;94700;MAISONS ALFORT;Maisons-Alfort;658155.9;6856076.9;EPSG:2154;48.80340986942609;2.430289503345298;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8034098694,2.43028950335;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1985-09-01
0941542R;Ecole élémentaire Georges Pompidou;ECOLE ELEMENTAIRE PUBLIQUE;GEORGES POMPIDOU;Public;14 rue Georges Gaume;;;94700;MAISONS ALFORT;Maisons-Alfort;658925.8;6855777.8;EPSG:2154;48.8007694351216;2.440800233335149;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8007694351,2.44080023334;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-02-08
0941384U;Ecole élémentaire Saint-Exupéry;ECOLE ELEMENTAIRE PUBLIQUE;SAINT-EXUPERY;Public;57 bis rue Gabriel Péri;;;94700;MAISONS ALFORT;Maisons-Alfort;658698.4;6857266.7;EPSG:2154;48.81414514851699;2.4375600462373286;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8141451485,2.43756004624;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-06-18
0941355M;Lycée polyvalent Paul Bert - Lycée des métiers du commerce et de l'administration;LPO LYCEE DES METIERS;PAUL BERT;Public;1 rue DU GUE AUX AUROCHS;;;94700;MAISONS ALFORT;Maisons-Alfort;657748.1;6857355.8;EPSG:2154;48.81488487637128;2.424610592838773;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8148848764,2.42461059284;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-04-04
0941324D;Ecole élémentaire Victor Hugo;ECOLE ELEMENTAIRE PUBLIQUE;VICTOR HUGO;Public;85 rue Victor Hugo;;;94700;MAISONS ALFORT;Maisons-Alfort;659050.6;6855666.7;EPSG:2154;48.7997782009031;2.4425099301774997;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.7997782009,2.44250993018;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-05-29
0941266R;Ecole élémentaire les Planètes;ECOLE ELEMENTAIRE PUBLIQUE;LES PLANETES;Public;9 rue de Marne;;;94700;MAISONS ALFORT;Maisons-Alfort;660315.4;6856409.0;EPSG:2154;48.806533091833565;2.4596593711616466;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8065330918,2.45965937116;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-05-28
0940987M;Ecole primaire privée Notre-Dame;ECOLE ELEMENTAIRE PRIVEE;NOTRE-DAME;Privé;56 rue Raspail;;;94700;MAISONS ALFORT;Maisons-Alfort;659044.0;6856605.7;EPSG:2154;48.80822259080488;2.4423297972360913;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8082225908,2.44232979724;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1969-02-15
0940475F;Ecole maternelle les Planètes;ECOLE MATERNELLE PUBLIQUE;LES PLANETES;Public;9 rue de Marne;;;94700;MAISONS ALFORT;Maisons-Alfort;660315.4;6856409.0;EPSG:2154;48.806533091833565;2.4596593711616466;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8065330918,2.45965937116;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940452F;Ecole maternelle Jules Ferry;ECOLE MATERNELLE PUBLIQUE;JULES FERRY;Public;218 bis rue Jean Jaurès;;;94700;MAISONS ALFORT;Maisons-Alfort;658461.7;6854779.4;EPSG:2154;48.79176063662654;2.4345793442248196;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.7917606366,2.43457934422;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940116R;Lycée général et technologique Eugène Delacroix;LYCEE GENERAL ET TECHNOLOGIQUE;EUGENE DELACROIX;Public;5 rue Pierre et Marie Curie;;;94704;MAISONS ALFORT CEDEX;Maisons-Alfort;657840.3;6856899.7;EPSG:2154;48.810789057415114;2.4259112918900176;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8107890574,2.42591129189;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-09-15
0941712A;Collège privé Sainte Thérèse;COLLEGE PRIVE;SAINTE THERESE;Privé;110 avenue du Général de Gaulle;;;94700;MAISONS ALFORT;Maisons-Alfort;658105.0;6855934.6;EPSG:2154;48.80212680290382;2.4296105150439806;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8021268029,2.42961051504;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1980-06-01
0941596Z;Collège Nicolas de Stael;COLLEGE;NICOLAS DE STAEL;Public;81 rue Victor Hugo;;;94700;MAISONS ALFORT;Maisons-Alfort;658887.9;6855712.9;EPSG:2154;48.80018334630224;2.440290528534298;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8001833463,2.44029052853;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-14
0941323C;Ecole élémentaire Paul Bert;ECOLE ELEMENTAIRE PUBLIQUE;PAUL BERT;Public;37 avenue du Général Leclerc;;;94700;MAISONS ALFORT;Maisons-Alfort;657723.4;6857293.0;EPSG:2154;48.81431847748426;2.424280473689594;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8143184775,2.42428047369;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-05-31
0941226X;Section d'enseignement général et professionnel adapté Nicolas de Stael;SEGPA;CLG NICOLAS DE STAEL;Public;81 avenue Victor Hugo;;;94700;MAISONS ALFORT;Maisons-Alfort;658884.8;6855698.5;EPSG:2154;48.800053643194424;2.4402497155461385;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8000536432,2.44024971555;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-10
0941024C;Collège Jules Ferry;COLLEGE;JULES FERRY;Public;218 avenue Jean Jaurès;;;94700;MAISONS ALFORT;Maisons-Alfort;658460.1;6854858.2;EPSG:2154;48.7924692209729;2.434549884761689;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.792469221,2.43454988476;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-03
0940988N;Ecole primaire privée Saint François;ECOLE ELEMENTAIRE PRIVEE;SAINT FRANCOIS;Privé;40 bis rue Victor Hugo;;;94700;MAISONS ALFORT;Maisons-Alfort;658764.1;6855657.3;EPSG:2154;48.7996754072165;2.4386105254207946;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.7996754072,2.43861052542;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1969-02-15
0940467X;Ecole maternelle Charles Péguy;ECOLE MATERNELLE PUBLIQUE;CHARLES PEGUY;Public;20 avenue de la Liberté;;;94700;MAISONS ALFORT;Maisons-Alfort;658259.4;6855141.8;EPSG:2154;48.7950068148213;2.4317902280402746;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.7950068148,2.43179022804;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0941398J;Ecole maternelle Alphonse Daudet;ECOLE MATERNELLE PUBLIQUE;ALPHONSE DAUDET;Public;4 rue du Général Koenig;;;94700;MAISONS ALFORT;Maisons-Alfort;658898.8;6856019.2;EPSG:2154;48.802938727044555;2.44040936694377;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.802938727,2.44040936694;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-09-26
0941321A;Ecole élémentaire Raspail;ECOLE ELEMENTAIRE PUBLIQUE;RASPAIL;Public;44 avenue Georges Clemenceau;;;94700;MAISONS ALFORT;Maisons-Alfort;659131.8;6856662.6;EPSG:2154;48.80873988444814;2.4435198109199767;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8087398844,2.44351981092;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-05-31
0940499G;Ecole maternelle Raspail;ECOLE MATERNELLE PUBLIQUE;RASPAIL;Public;67 rue Raspail;;;94700;MAISONS ALFORT;Maisons-Alfort;659196.1;6856609.3;EPSG:2154;48.80826460987538;2.4444004268681585;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.8082646099,2.44440042687;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0940204L;Ecole élémentaire Jules Ferry;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;Public;218 rue Jean Jaurès;;;94700;MAISONS ALFORT;Maisons-Alfort;658460.1;6854858.2;EPSG:2154;48.7924692209729;2.434549884761689;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94046;Val-de-Marne;Ile-de-France;Créteil;48.792469221,2.43454988476;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0942415P;École primaire Mireille Darc;ECOLE PRIMAIRE PUBLIQUE;MIREILLE DARC;Public;9 rue d'aquitaine;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;661666.4;6849770.5;EPSG:2154;48.74691047631587;2.47865066051391;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7469104763,2.47865066051;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2018-09-01
0941335R;Ecole maternelle Rosa Luxembourg;ECOLE MATERNELLE PUBLIQUE;ROSA LUXEMBOURG;Public;59 avenue de ValeNTON;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;663285.5;6849311.1;EPSG:2154;48.742872787910876;2.500709849792149;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7428727879,2.50070984979;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-10-23
0941264N;Ecole maternelle Henri Wallon;ECOLE MATERNELLE PUBLIQUE;HENRI WALLON;Public;3 rue Louise du Pierry;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;661695.1;6850000.2;EPSG:2154;48.748978073394376;2.479020367219091;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7489780734,2.47902036722;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-02
0940673W;Ecole élémentaire Martine Soulié;ECOLE ELEMENTAIRE PUBLIQUE;MARTINE SOULIE;Public;2 rue Julie Victoire Daubié;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;661746.4;6849871.5;EPSG:2154;48.74782360402454;2.4797296043247092;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.747823604,2.47972960432;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0942211T;Ecole primaire Jean-Louis Marquèze;ECOLE PRIMAIRE PUBLIQUE;JEAN-LOUIS MARQUEZE;Public;5 ter rue Jean Marie Prugnot;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;661915.5;6850643.2;EPSG:2154;48.75477415872532;2.4819605370442006;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7547741587,2.48196053704;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2007-09-01
0941783C;Collège Daniel Fery;COLLEGE;DANIEL FERY;Public;2 rue CHARLES BAUDELAIRE;;;94450;LIMEIL BREVANNES;Limeil-Brévannes;662936.0;6850635.8;EPSG:2154;48.75476701277979;2.495842015929086;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;94;11;24;94044;Val-de-Marne;Ile-de-France;Créteil;48.7547670128,2.49584201593;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1982-09-15
